"","TripID","GateCode","Site","TrapType","BrowserCt","BrowserMass_g","BrowserCtRatio","BrowserMassRatio","GrazerCt","GrazerMass_g","GrazerCtRatio","GrazerMassRatio","ScraperCt","ScraperMass_g","ScraperCtRatio","ScraperMassRatio","OtherCt","OtherMass_g","OtherCtRatio","OtherMassRatio","KeyHerbivoreCt","KeyHerbivoreMass_g","KeyHerbivoreCtRatio","KeyHerbivoreMassRatio","TotalCt","TotalMass_g"
"633","DULFX6521J","G2","Kibuyuni","Gated",1,118,0.5,0.435424354243542,0,0,0,0,1,153,0.5,0.564575645756458,0,0,0,0,2,271,1,1,2,271
"634","DKYAY6171T","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,1,839,1,1,0,0,0,0,1,839
"635","DKYAY6171T","G2","Kibuyuni","Gated",1,42,0.333333333333333,0.052434456928839,0,0,0,0,0,0,0,0,2,759,0.666666666666667,0.947565543071161,1,42,0.333333333333333,0.052434456928839,3,801
"636","XIFBP3659Y","T","Kibuyuni","Traditional",0,0,0,0,1,74,0.2,0.157446808510638,0,0,0,0,4,396,0.8,0.842553191489362,1,74,0.2,0.157446808510638,5,470
"637","XIFBP3659Y","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,478,1,1,0,0,0,0,1,478,1,1,1,478
"638","XOKEJ4336U","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,1,0,0,0,0,1,62
"639","FQPAJ5958P","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,600,1,1,0,0,0,0,2,600
"640","FQPAJ5958P","G2","Kibuyuni","Gated",7,625,0.777777777777778,0.683060109289617,0,0,0,0,1,229,0.111111111111111,0.250273224043716,1,61,0.111111111111111,0.0666666666666667,8,854,0.888888888888889,0.933333333333333,9,915
"641","FQPAJ5958P","G8","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,213,1,1,0,0,0,0,1,213
"642","ADMXB3702T","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,2,383,0.5,0.638333333333333,2,217,0.5,0.361666666666667,2,383,0.5,0.638333333333333,4,600
"643","ADMXB3702T","G2","Kibuyuni","Gated",1,42,0.333333333333333,0.21105527638191,0,0,0,0,1,89,0.333333333333333,0.447236180904523,1,68,0.333333333333333,0.341708542713568,2,131,0.666666666666667,0.658291457286432,3,199
"644","ADMXB3702T","G6","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,1,0,0,0,0,1,24
"645","ZHTFO3847O","T","Kibuyuni","Traditional",0,0,0,0,1,330,0.25,0.538336052202284,0,0,0,0,3,283,0.75,0.461663947797716,1,330,0.25,0.538336052202284,4,613
"646","ZHTFO3847O","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,2,334,0.333333333333333,0.430412371134021,4,442,0.666666666666667,0.569587628865979,2,334,0.333333333333333,0.430412371134021,6,776
"647","ZHTFO3847O","G6","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,521,1,1,0,0,0,0,2,521
"648","QEVJP2718R","T","Kibuyuni","Traditional",2,307,0.285714285714286,0.399219765929779,1,43,0.142857142857143,0.0559167750325098,1,241,0.142857142857143,0.313394018205462,3,178,0.428571428571429,0.23146944083225,4,591,0.571428571428571,0.76853055916775,7,769
"649","QEVJP2718R","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,452,1,1,0,0,0,0,1,452,1,1,1,452
"650","QEVJP2718R","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,451,1,1,0,0,0,0,1,451,1,1,1,451
"651","TUEYA5908Y","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,1,580,1,1,0,0,0,0,1,580
"652","TUEYA5908Y","G2","Kibuyuni","Gated",2,110,0.25,0.0773558368495077,5,1247,0.625,0.876933895921238,0,0,0,0,1,65,0.125,0.0457102672292546,7,1357,0.875,0.954289732770745,8,1422
"653","SREIM4355L","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,780,1,1,0,0,0,0,1,780
"654","SREIM4355L","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,247,0.5,0.662198391420912,1,126,0.5,0.337801608579088,1,247,0.5,0.662198391420912,2,373
"655","UDMCO5352A","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,115,1,1,0,0,0,0,1,115
"656","UDMCO5352A","G2","Kibuyuni","Gated",0,0,0,0,1,132,1,1,0,0,0,0,0,0,0,0,1,132,1,1,1,132
"657","UDMCO5352A","G6","Kibuyuni","Gated",0,0,0,0,0,0,0,0,2,208,0.333333333333333,0.645962732919255,4,114,0.666666666666667,0.354037267080745,2,208,0.333333333333333,0.645962732919255,6,322
"658","JHWVH7099D","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,16,1435,1,1,0,0,0,0,16,1435
"659","ERXXY1963O","T","Kibuyuni","Traditional",3,874,0.6,0.58736559139785,0,0,0,0,1,375,0.2,0.252016129032258,1,239,0.2,0.160618279569892,4,1249,0.8,0.839381720430108,5,1488
"660","ERXXY1963O","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,401,1,1,0,0,0,0,1,401
"661","NEAWH5097V","T","Kibuyuni","Traditional",0,0,0,0,3,676,0.428571428571429,0.696189495365602,0,0,0,0,4,295,0.571428571428571,0.303810504634398,3,676,0.428571428571429,0.696189495365602,7,971
"662","NEAWH5097V","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,4,674,1,1,0,0,0,0,4,674
"663","MACWC1284J","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,4,288,1,1,0,0,0,0,4,288
"664","MACWC1284J","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,62,1,1,0,0,0,0,1,62
"665","MACWC1284J","G2","Kibuyuni","Gated",3,119,0.214285714285714,0.0991666666666667,5,399,0.357142857142857,0.3325,2,249,0.142857142857143,0.2075,4,433,0.285714285714286,0.360833333333333,10,767,0.714285714285714,0.639166666666667,14,1200
"666","MACWC1284J","G6","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,23,2666,1,1,0,0,0,0,23,2666
"667","RSKAJ3524W","T","Kibuyuni","Traditional",0,0,0,0,1,63,0.111111111111111,0.0751789976133652,0,0,0,0,8,775,0.888888888888889,0.924821002386635,1,63,0.111111111111111,0.0751789976133652,9,838
"668","RSKAJ3524W","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,698,1,1,0,0,0,0,1,698,1,1,1,698
"669","YJHYL6576A","T","Kibuyuni","Traditional",4,675,0.5,0.447019867549669,0,0,0,0,1,198,0.125,0.13112582781457,3,637,0.375,0.421854304635762,5,873,0.625,0.578145695364238,8,1510
"670","YJHYL6576A","G2","Kibuyuni","Gated",1,111,0.5,0.286821705426357,0,0,0,0,1,276,0.5,0.713178294573643,0,0,0,0,2,387,1,1,2,387
"671","AXBWL4492F","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,557,1,1,0,0,0,0,1,557
"672","AXBWL4492F","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,4,306,1,1,0,0,0,0,4,306
"673","SDPQA2381A","T","Kibuyuni","Traditional",1,254,0.25,0.49034749034749,0,0,0,0,0,0,0,0,3,264,0.75,0.50965250965251,1,254,0.25,0.49034749034749,4,518
"674","SDPQA2381A","G2","Kibuyuni","Gated",2,1306,0.4,0.656941649899396,0,0,0,0,1,327,0.2,0.164486921529175,2,355,0.4,0.178571428571429,3,1633,0.6,0.821428571428571,5,1988
"675","JAFGY3799C","T","Kibuyuni","Traditional",2,176,0.25,0.177383592017738,0,0,0,0,2,263,0.25,0.265067526708325,4,553.2,0.5,0.557548881273937,4,439,0.5,0.442451118726063,8,992.2
"676","JAFGY3799C","G2","Kibuyuni","Gated",1,422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,422,1,1,1,422
"677","BYQQE0794A","T","Kibuyuni","Traditional",1,157,0.142857142857143,0.146591970121382,0,0,0,0,0,0,0,0,6,914,0.857142857142857,0.853408029878618,1,157,0.142857142857143,0.146591970121382,7,1071
"678","BYQQE0794A","G4","Kibuyuni","Gated",2,185,0.666666666666667,0.840909090909091,0,0,0,0,0,0,0,0,1,35,0.333333333333333,0.159090909090909,2,185,0.666666666666667,0.840909090909091,3,220
"679","BYQQE0794A","G2","Kibuyuni","Gated",1,503,0.333333333333333,0.425190194420964,0,0,0,0,2,680,0.666666666666667,0.574809805579036,0,0,0,0,3,1183,1,1,3,1183
"680","DOPNX5426U","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,64,0.0714285714285714,0.0554112554112554,13,1091,0.928571428571429,0.944588744588745,1,64,0.0714285714285714,0.0554112554112554,14,1155
"681","WZRBE5274Z","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,1,155,0.0526315789473684,0.0864955357142857,18,1637,0.947368421052632,0.913504464285714,1,155,0.0526315789473684,0.0864955357142857,19,1792
"682","WZRBE5274Z","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,8,1041,1,1,0,0,0,0,8,1041
"683","BVXME2454Q","T","Kibuyuni","Traditional",0,0,0,0,1,94,0.0714285714285714,0.0595313489550348,5,928,0.357142857142857,0.587713742875237,8,557,0.571428571428571,0.352754908169728,6,1022,0.428571428571429,0.647245091830272,14,1579
"684","IJPZK5669F","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,0,0,0,0,7,1012,1,1,0,0,0,0,7,1012
"685","IJPZK5669F","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,1,95,0.2,0.131944444444444,4,625,0.8,0.868055555555556,1,95,0.2,0.131944444444444,5,720
"686","UTRDG3213A","T","Kibuyuni","Traditional",1,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50,1,1,1,50
"687","UTRDG3213A","G4","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,90,1,1,0,0,0,0,1,90
"688","ELPPH0723S","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,238,1,1,0,0,0,0,2,238
"689","ELPPH0723S","G6","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,515,1,1,0,0,0,0,1,515
"690","ELPPH0723S","G8","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1,1,0,0,0,0,1,1000
"691","AMSGG1313Y","T","Kibuyuni","Traditional",1,173,0.333333333333333,0.5,0,0,0,0,0,0,0,0,2,173,0.666666666666667,0.5,1,173,0.333333333333333,0.5,3,346
"692","NWCQI2802R","T","Kibuyuni","Traditional",0,0,0,0,0,0,0,0,1,228,1,1,0,0,0,0,1,228,1,1,1,228
"693","OIGKO1574G","T","Kibuyuni","Traditional",0,0,0,0,2,61,0.4,0.374233128834356,0,0,0,0,3,102,0.6,0.625766871165644,2,61,0.4,0.374233128834356,5,163
"694","OIGKO1574G","G2","Kibuyuni","Gated",0,0,0,0,0,0,0,0,0,0,0,0,3,2250,1,1,0,0,0,0,3,2250
"695","WXEOC9795P","T","Kibuyuni","Traditional",3,219,0.75,0.542079207920792,0,0,0,0,1,185,0.25,0.457920792079208,0,0,0,0,4,404,1,1,4,404
"696","IYNVJ7318R","G3","Bogowa","Gated",4,920,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,920,1,1,4,920
"697","FIFQH3561S","G3","Bogowa","Gated",2,490,0.4,0.392,0,0,0,0,2,500,0.4,0.4,1,260,0.2,0.208,4,990,0.8,0.792,5,1250
"698","AGLHA1977B","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,5,940,1,1,0,0,0,0,5,940
"699","YYRFC2410F","G3","Bogowa","Gated",3,790,0.5,0.541095890410959,0,0,0,0,0,0,0,0,3,670,0.5,0.458904109589041,3,790,0.5,0.541095890410959,6,1460
"700","QKKKP2322V","G3","Bogowa","Gated",2,490,0.5,0.44954128440367,0,0,0,0,0,0,0,0,2,600,0.5,0.55045871559633,2,490,0.5,0.44954128440367,4,1090
"701","PKKMG3470T","G3","Bogowa","Gated",5,1350,0.5,0.661764705882353,3,480,0.3,0.235294117647059,0,0,0,0,2,210,0.2,0.102941176470588,8,1830,0.8,0.897058823529412,10,2040
"702","GMFFQ3496T","G3","Bogowa","Gated",4,930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,930,1,1,4,930
"703","BZWGS1726D","G3","Bogowa","Gated",3,800,0.75,0.754716981132076,0,0,0,0,0,0,0,0,1,260,0.25,0.245283018867925,3,800,0.75,0.754716981132076,4,1060
"704","VRLYC6370T","G3","Bogowa","Gated",2,590,0.4,0.2,1,170,0.2,0.0576271186440678,0,0,0,0,2,2190,0.4,0.742372881355932,3,760,0.6,0.257627118644068,5,2950
"705","GVWBS1788Y","G3","Bogowa","Gated",3,860,0.75,0.710743801652893,0,0,0,0,0,0,0,0,1,350,0.25,0.289256198347107,3,860,0.75,0.710743801652893,4,1210
"706","HLHZO2066Y","G3","Bogowa","Gated",4,1280,0.666666666666667,0.761904761904762,1,320,0.166666666666667,0.19047619047619,0,0,0,0,1,80,0.166666666666667,0.0476190476190476,5,1600,0.833333333333333,0.952380952380952,6,1680
"707","ZVELY9350W","G3","Bogowa","Gated",2,650,0.5,0.585585585585586,1,340,0.25,0.306306306306306,0,0,0,0,1,120,0.25,0.108108108108108,3,990,0.75,0.891891891891892,4,1110
"708","LYEGE5965Q","G3","Bogowa","Gated",3,870,0.75,0.852941176470588,1,150,0.25,0.147058823529412,0,0,0,0,0,0,0,0,4,1020,1,1,4,1020
"709","RUZHY4690J","G3","Bogowa","Gated",2,490,0.5,0.398373983739837,0,0,0,0,0,0,0,0,2,740,0.5,0.601626016260163,2,490,0.5,0.398373983739837,4,1230
"710","AMLMA3641M","G3","Bogowa","Gated",0,0,0,0,1,180,0.333333333333333,0.0592105263157895,0,0,0,0,2,2860,0.666666666666667,0.94078947368421,1,180,0.333333333333333,0.0592105263157895,3,3040
"711","XYVJL0577H","G3","Bogowa","Gated",2,550,0.666666666666667,0.679012345679012,0,0,0,0,0,0,0,0,1,260,0.333333333333333,0.320987654320988,2,550,0.666666666666667,0.679012345679012,3,810
"712","HBGAO1989G","G3","Bogowa","Gated",0,0,0,0,4,700,1,1,0,0,0,0,0,0,0,0,4,700,1,1,4,700
"713","MQCGJ5246Z","G3","Bogowa","Gated",5,1220,0.454545454545455,0.456928838951311,1,140,0.0909090909090909,0.052434456928839,0,0,0,0,5,1310,0.454545454545455,0.49063670411985,6,1360,0.545454545454545,0.50936329588015,11,2670
"714","LTDOM8571B","G3","Bogowa","Gated",6,1560,0.5,0.501607717041801,2,490,0.166666666666667,0.157556270096463,2,520,0.166666666666667,0.167202572347267,2,540,0.166666666666667,0.173633440514469,10,2570,0.833333333333333,0.82636655948553,12,3110
"715","VJGVR9312A","G3","Bogowa","Gated",6,1580,0.428571428571429,0.440111420612813,1,190,0.0714285714285714,0.052924791086351,1,270,0.0714285714285714,0.0752089136490251,6,1550,0.428571428571429,0.431754874651811,8,2040,0.571428571428571,0.568245125348189,14,3590
"716","SDGSP8852D","G3","Bogowa","Gated",0,0,0,0,1,170,1,1,0,0,0,0,0,0,0,0,1,170,1,1,1,170
"717","EMCWR5030O","G3","Bogowa","Gated",3,890,0.75,0.717741935483871,0,0,0,0,0,0,0,0,1,350,0.25,0.282258064516129,3,890,0.75,0.717741935483871,4,1240
"718","KAZEG2378P","G3","Bogowa","Gated",9,2510,0.642857142857143,0.473584905660377,0,0,0,0,0,0,0,0,5,2790,0.357142857142857,0.526415094339623,9,2510,0.642857142857143,0.473584905660377,14,5300
"719","AITNO6736U","G3","Bogowa","Gated",1,330,0.25,0.169230769230769,0,0,0,0,0,0,0,0,3,1620,0.75,0.830769230769231,1,330,0.25,0.169230769230769,4,1950
"720","VEHNW7901D","G3","Bogowa","Gated",5,810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,810,1,1,5,810
"721","CBGJK0491T","G3","Bogowa","Gated",3,900,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,900,1,1,3,900
"722","HOJBW9230W","G3","Bogowa","Gated",4,1160,0.8,0.816901408450704,0,0,0,0,0,0,0,0,1,260,0.2,0.183098591549296,4,1160,0.8,0.816901408450704,5,1420
"723","KDYOW3309M","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,3,1320,1,1,0,0,0,0,3,1320
"724","DQNTG6706A","G3","Bogowa","Gated",4,1130,0.571428571428571,0.356466876971609,0,0,0,0,3,2040,0.428571428571429,0.643533123028391,0,0,0,0,7,3170,1,1,7,3170
"725","LUUTL6149Z","G3","Bogowa","Gated",2,650,0.5,0.408805031446541,0,0,0,0,0,0,0,0,2,940,0.5,0.591194968553459,2,650,0.5,0.408805031446541,4,1590
"726","FSTPR1716F","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,5,1950,1,1,0,0,0,0,5,1950
"727","JZFXN1723H","G3","Bogowa","Gated",5,1550,0.5,0.354691075514874,0,0,0,0,2,1310,0.2,0.299771167048055,3,1510,0.3,0.345537757437071,7,2860,0.7,0.654462242562929,10,4370
"728","TXIDV1138T","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,4,1970,1,1,0,0,0,0,4,1970
"729","HKQMY1705Q","G3","Bogowa","Gated",4,1880,0.444444444444444,0.473551637279597,0,0,0,0,0,0,0,0,5,2090,0.555555555555556,0.526448362720403,4,1880,0.444444444444444,0.473551637279597,9,3970
"730","DHIPS5362E","G3","Bogowa","Gated",6,1820,0.857142857142857,0.736842105263158,0,0,0,0,1,650,0.142857142857143,0.263157894736842,0,0,0,0,7,2470,1,1,7,2470
"731","EDRXG9736N","G3","Bogowa","Gated",4,1560,0.571428571428571,0.495238095238095,0,0,0,0,3,1590,0.428571428571429,0.504761904761905,0,0,0,0,7,3150,1,1,7,3150
"732","URSEG1860Z","G3","Bogowa","Gated",4,1710,0.444444444444444,0.448818897637795,0,0,0,0,1,400,0.111111111111111,0.10498687664042,4,1700,0.444444444444444,0.446194225721785,5,2110,0.555555555555556,0.553805774278215,9,3810
"733","ZSALR5769H","G3","Bogowa","Gated",4,1880,0.5,0.513661202185792,0,0,0,0,2,1030,0.25,0.281420765027322,2,750,0.25,0.204918032786885,6,2910,0.75,0.795081967213115,8,3660
"734","SLZUW8235W","G3","Bogowa","Gated",6,1690,0.6,0.484240687679083,0,0,0,0,4,1800,0.4,0.515759312320917,0,0,0,0,10,3490,1,1,10,3490
"735","BWZTS7713A","G3","Bogowa","Gated",4,750,0.5,0.496688741721854,0,0,0,0,0,0,0,0,4,760,0.5,0.503311258278146,4,750,0.5,0.496688741721854,8,1510
"736","BBAGW9999Q","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,3,980,1,1,0,0,0,0,3,980
"737","SSPLU8020J","G3","Bogowa","Gated",7,2430,0.368421052631579,0.100913621262458,0,0,0,0,0,0,0,0,12,21650,0.631578947368421,0.899086378737541,7,2430,0.368421052631579,0.100913621262458,19,24080
"738","OMAIM6143H","G3","Bogowa","Gated",3,5980,0.3,0.272685818513452,0,0,0,0,0,0,0,0,7,15950,0.7,0.727314181486548,3,5980,0.3,0.272685818513452,10,21930
"739","LQQQD7505Z","G3","Bogowa","Gated",6,1530,0.75,0.287054409005629,0,0,0,0,0,0,0,0,2,3800,0.25,0.712945590994371,6,1530,0.75,0.287054409005629,8,5330
"740","FMYLT6835X","G3","Bogowa","Gated",2,670,0.5,0.216828478964401,0,0,0,0,0,0,0,0,2,2420,0.5,0.783171521035599,2,670,0.5,0.216828478964401,4,3090
"741","ROCNG8674V","G3","Bogowa","Gated",3,1200,0.428571428571429,0.441176470588235,0,0,0,0,0,0,0,0,4,1520,0.571428571428571,0.558823529411765,3,1200,0.428571428571429,0.441176470588235,7,2720
"742","MIXHR0194B","G3","Bogowa","Gated",4,1700,0.5,0.350515463917526,0,0,0,0,0,0,0,0,4,3150,0.5,0.649484536082474,4,1700,0.5,0.350515463917526,8,4850
"743","CJZQO2954I","G3","Bogowa","Gated",4,1520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1520,1,1,4,1520
"744","XNEQT9331X","G3","Bogowa","Gated",4,1520,0.8,0.873563218390805,0,0,0,0,0,0,0,0,1,220,0.2,0.126436781609195,4,1520,0.8,0.873563218390805,5,1740
"745","NGECQ8507M","G3","Bogowa","Gated",2,690,0.25,0.156818181818182,1,220,0.125,0.05,2,550,0.25,0.125,3,2940,0.375,0.668181818181818,5,1460,0.625,0.331818181818182,8,4400
"746","HDMZE0967K","G3","Bogowa","Gated",2,540,0.4,0.178807947019868,0,0,0,0,1,240,0.2,0.0794701986754967,2,2240,0.4,0.741721854304636,3,780,0.6,0.258278145695364,5,3020
"747","WBYKM5432N","G3","Bogowa","Gated",3,960,0.6,0.581818181818182,0,0,0,0,1,430,0.2,0.260606060606061,1,260,0.2,0.157575757575758,4,1390,0.8,0.842424242424242,5,1650
"748","JPZFW1712I","G3","Bogowa","Gated",9,2480,0.9,0.892086330935252,0,0,0,0,0,0,0,0,1,300,0.1,0.107913669064748,9,2480,0.9,0.892086330935252,10,2780
"749","QTTME7956O","G3","Bogowa","Gated",2,510,0.4,0.258883248730964,0,0,0,0,1,240,0.2,0.121827411167513,2,1220,0.4,0.619289340101523,3,750,0.6,0.380710659898477,5,1970
"750","OTGYC3760S","G3","Bogowa","Gated",1,280,0.2,0.0462046204620462,0,0,0,0,1,280,0.2,0.0462046204620462,3,5500,0.6,0.907590759075908,2,560,0.4,0.0924092409240924,5,6060
"751","CJWKM8320D","G3","Bogowa","Gated",7,2300,0.583333333333333,0.594315245478036,0,0,0,0,1,350,0.0833333333333333,0.0904392764857881,4,1220,0.333333333333333,0.315245478036176,8,2650,0.666666666666667,0.684754521963824,12,3870
"752","BEHTL3377W","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,4,10020,1,1,0,0,0,0,4,10020
"753","WKAHZ9657W","G3","Bogowa","Gated",2,900,0.333333333333333,0.5,0,0,0,0,3,780,0.5,0.433333333333333,1,120,0.166666666666667,0.0666666666666667,5,1680,0.833333333333333,0.933333333333333,6,1800
"754","XNSFN0512Q","G3","Bogowa","Gated",2,500,0.285714285714286,0.280898876404494,0,0,0,0,2,520,0.285714285714286,0.292134831460674,3,760,0.428571428571429,0.426966292134831,4,1020,0.571428571428571,0.573033707865168,7,1780
"755","GERML2444O","G3","Bogowa","Gated",5,1290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1290,1,1,5,1290
"756","FWSAE7135Y","G3","Bogowa","Gated",2,680,0.4,0.412121212121212,1,90,0.2,0.0545454545454545,0,0,0,0,2,880,0.4,0.533333333333333,3,770,0.6,0.466666666666667,5,1650
"757","NCMAE9972E","G3","Bogowa","Gated",4,1570,0.8,0.872222222222222,0,0,0,0,0,0,0,0,1,230,0.2,0.127777777777778,4,1570,0.8,0.872222222222222,5,1800
"758","CSKRH2140H","G3","Bogowa","Gated",4,970,0.666666666666667,0.673611111111111,0,0,0,0,2,470,0.333333333333333,0.326388888888889,0,0,0,0,6,1440,1,1,6,1440
"759","VRMDJ6083V","G3","Bogowa","Gated",3,750,0.5,0.707547169811321,1,100,0.166666666666667,0.0943396226415094,0,0,0,0,2,210,0.333333333333333,0.19811320754717,4,850,0.666666666666667,0.80188679245283,6,1060
"760","UPUBN9948G","G3","Bogowa","Gated",4,1310,0.666666666666667,0.829113924050633,0,0,0,0,0,0,0,0,2,270,0.333333333333333,0.170886075949367,4,1310,0.666666666666667,0.829113924050633,6,1580
"761","YHEAP9145G","G3","Bogowa","Gated",3,1000,0.5,0.675675675675676,2,350,0.333333333333333,0.236486486486486,0,0,0,0,1,130,0.166666666666667,0.0878378378378378,5,1350,0.833333333333333,0.912162162162162,6,1480
"762","WHPWG1681U","G3","Bogowa","Gated",1,450,0.2,0.0504484304932735,0,0,0,0,0,0,0,0,4,8470,0.8,0.949551569506726,1,450,0.2,0.0504484304932735,5,8920
"763","KICXV1085K","G3","Bogowa","Gated",0,0,0,0,1,120,0.333333333333333,0.0517241379310345,0,0,0,0,2,2200,0.666666666666667,0.948275862068966,1,120,0.333333333333333,0.0517241379310345,3,2320
"764","LLIWH3828O","G3","Bogowa","Gated",2,500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,500,1,1,2,500
"765","GWQOD4057P","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,330,1,1,0,0,0,0,1,330
"766","XPUVZ8012X","G3","Bogowa","Gated",0,0,0,0,1,120,0.5,0.0909090909090909,0,0,0,0,1,1200,0.5,0.909090909090909,1,120,0.5,0.0909090909090909,2,1320
"767","YPUVQ7208J","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,2,350,1,1,0,0,0,0,2,350
"768","QWSDQ9962K","G3","Bogowa","Gated",2,490,0.666666666666667,0.505154639175258,0,0,0,0,1,480,0.333333333333333,0.494845360824742,0,0,0,0,3,970,1,1,3,970
"769","XUJXJ6453J","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,1,370,0.5,0.587301587301587,1,260,0.5,0.412698412698413,1,370,0.5,0.587301587301587,2,630
"770","HNGEL0843N","G3","Bogowa","Gated",1,200,0.5,0.0833333333333333,0,0,0,0,0,0,0,0,1,2200,0.5,0.916666666666667,1,200,0.5,0.0833333333333333,2,2400
"771","EUIBE2444H","G3","Bogowa","Gated",10,2630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2630,1,1,10,2630
"772","MBZNA1258F","G3","Bogowa","Gated",1,360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,360,1,1,1,360
"773","IHZLU3064V","G3","Bogowa","Gated",3,970,0.75,0.740458015267176,0,0,0,0,0,0,0,0,1,340,0.25,0.259541984732824,3,970,0.75,0.740458015267176,4,1310
"774","ZEYAX2829D","G3","Bogowa","Gated",2,540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,540,1,1,2,540
"775","VIWUP5845Y","G3","Bogowa","Gated",2,640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,640,1,1,2,640
"776","HGKTR6872N","G3","Bogowa","Gated",2,550,0.666666666666667,0.69620253164557,0,0,0,0,0,0,0,0,1,240,0.333333333333333,0.30379746835443,2,550,0.666666666666667,0.69620253164557,3,790
"777","IQZMH0949A","G3","Bogowa","Gated",4,940,0.8,0.886792452830189,1,120,0.2,0.113207547169811,0,0,0,0,0,0,0,0,5,1060,1,1,5,1060
"778","UOVOT7710L","G3","Bogowa","Gated",1,210,0.333333333333333,0.304347826086957,0,0,0,0,0,0,0,0,2,480,0.666666666666667,0.695652173913043,1,210,0.333333333333333,0.304347826086957,3,690
"779","KBAZW7747L","G3","Bogowa","Gated",4,1050,0.8,0.91304347826087,1,100,0.2,0.0869565217391304,0,0,0,0,0,0,0,0,5,1150,1,1,5,1150
"780","LHJHT1919Q","G3","Bogowa","Gated",1,260,0.25,0.276595744680851,0,0,0,0,2,560,0.5,0.595744680851064,1,120,0.25,0.127659574468085,3,820,0.75,0.872340425531915,4,940
"781","WEYZG0202C","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,0,0,0,0,1,250,1,1,0,0,0,0,1,250
"782","HNCAM3650D","G3","Bogowa","Gated",0,0,0,0,0,0,0,0,3,7700,1,1,0,0,0,0,3,7700,1,1,3,7700
