"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","TotalCatch_g","CPUE_kgPerTrap","TotalValue_KSH","ValuePUE","TotalCa_mg","CaPUE","TotalFe_mg","FePUE","TotalVA_ug","VAPUE","TotalSe_ug","SePUE","TotalZn_ug","ZnPUE"
"646","MUBEU5318S","2012-09-21","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,430,NA,34.4,NA,411.640009719332,NA,3.53067515007056,NA,143.630138965805,NA,145.359787521226,NA,5.08814332052092,NA
"647","XVDPK7646Y","2012-09-22","Kenya","Chale",NA,NA,"Douglas","LNPKQ8120A",1,1,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",0,0,0,0,0,0,16472,NA,321.68,NA,658.858050743341,NA,6.39370470044004,NA,4437.99821327292,NA,1312.16900527408,NA,11.2756027290819,NA
"648","YIHBM6852H","2012-09-23","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,NA,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,264,NA,42.24,NA,120.81143156596,NA,2.08006947326878,NA,691.384608716952,NA,80.223080701221,NA,8.16920479583076,NA
"649","ZDJRQ6697A","2012-09-23","Kenya","Chale",NA,NA,"Douglas","LNPKQ8120A",1,1,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,15610,NA,377.68,NA,939.870452799703,NA,14.1710212253139,NA,3412.44962579834,NA,1138.70720662144,NA,35.1227826491274,NA
"650","VGOOW5235P","2012-09-28","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,1,NA,"Ujamba wa Kusonga Maji",NA,"2","Gated","3",0,0,0,0,0,0,2799,NA,186.6,NA,595.280119689144,NA,11.8030686609509,NA,173.86937020714,NA,472.567128508112,NA,26.1313672868522,NA
"651","HZATO4390Q","2012-09-26","Kenya","Chale",NA,NA,"Douglas","LNPKQ8120A",1,1,NA,"Ujamba wa Kusonga Maji",NA,"3","Traditional","0",0,0,0,0,0,0,8724,NA,225.64,NA,657.742687547704,NA,13.0766717730774,NA,1564.06444158655,NA,461.328745961611,NA,38.9320962929744,NA
"652","BPWWK7631K","2012-09-30","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,3,NA,"Ujamba wa Kusonga Maji",NA,"2","Gated","3",0,0,0,0,0,0,6930,NA,209.68,NA,555.649726486684,NA,9.19880603653989,NA,1559.49894294557,NA,617.904121284246,NA,21.6663807855945,NA
"653","LTJEP6658P","2012-10-01","Kenya","Bogowa",NA,NA,"Douglas","ROEQH7591N",1,5,NA,"Vilangoni",NA,"1","Traditional","0",2460,1,0,0,0,0,2460,NA,164,NA,358.671185729295,NA,7.62631853219696,NA,221.254764206843,NA,173.333353068239,NA,13.986025937488,NA
"654","EVKGD1630Q","2012-10-01","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",6144,0.5,0,0,0,0,12288,NA,NA,NA,831.656450404641,NA,14.0296734009107,NA,439.273150300118,NA,354.396609967765,NA,23.6558357967858,NA
"655","BDKLJ2437P","2012-10-01","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Gated","3",10750,0.714285714285714,0,0,0,0,15050,NA,411.6,NA,782.679602297289,NA,14.9123309777073,NA,1555.90421341578,NA,740.720178950691,NA,26.8254863100018,NA
"656","DITTK4392T","2012-10-01","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Traditional","0",12250,0.714285714285714,0,0,0,0,17150,NA,447.6,NA,852.277362889664,NA,15.4392745408522,NA,2659.50994346243,NA,1004.9212541894,NA,28.2756712215283,NA
"657","SKVGZ1874H","2012-10-01","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,2,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",6000,0.75,0,0,0,0,8000,NA,372,NA,834.951423424959,NA,18.5428644354725,NA,525.370133518031,NA,424.495147221741,NA,37.1631007628894,NA
"658","QUSBM0090M","2012-10-02","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Gated","3",3600,0.75,0,0,0,0,4800,NA,220,NA,427.450435604635,NA,7.83609408796228,NA,1275.56339441671,NA,482.458841047369,NA,14.4040775258558,NA
"659","JLDDJ2205N","2012-10-02","Kenya","Bogowa",NA,NA,"Douglas","ROEQH7591N",1,5,NA,"Vilangoni",NA,"1","Traditional","0",6180,0.5,0,0,0,0,12360,NA,338.4,NA,796.286749131385,NA,19.0065731449202,NA,518.310618740575,NA,439.996923277778,NA,43.1549832455565,NA
"660","HCTXL6011A","2012-10-02","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",9800,0.5,0,0,0,0,19600,NA,NA,NA,1070.3426704732,NA,21.3758196408295,NA,1215.83125439199,NA,709.58227414774,NA,44.3474242078397,NA
"661","HRZQM1942X","2012-10-02","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",10320,0.25,0,0,0,0,41280,NA,764.4,NA,1605.24792644203,NA,37.03316506385,NA,3652.17102025928,NA,1756.24284936602,NA,93.6171315331968,NA
"662","AAHEF5397B","2012-10-02","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Traditional","0",0,0,0,0,0,0,17160,NA,406.8,NA,796.512670439882,NA,15.8174682953567,NA,3746.54076447749,NA,1338.41838138346,NA,40.5695065133017,NA
"663","MYTOU3296W","2012-10-03","Kenya","Bogowa",NA,NA,"Douglas","ROEQH7591N",1,5,NA,"Vilangoni",NA,"1","Traditional","0",5850,1,0,0,0,0,5850,NA,234,NA,511.7625454918,NA,10.8814544910615,NA,315.69277331952,NA,247.317101329072,NA,19.9556711547084,NA
"664","KFFQO4518A","2012-10-03","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",6350,1,0,0,0,0,6350,NA,254,NA,555.502933995372,NA,11.8114933364514,NA,342.675061637428,NA,268.455315117882,NA,21.6612840739143,NA
"665","VCAXZ1974Z","2012-10-03","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Gated","3",10040,0.444444444444444,0,0,0,0,22590,NA,NA,NA,980.208337234602,NA,18.4663314230276,NA,2071.57501536084,NA,865.971960399869,NA,33.6657871500255,NA
"666","MUPQI2195V","2012-10-03","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",14950,0.625,0,0,0,0,23920,NA,480,NA,1021.44542266212,NA,22.8506566112448,NA,1579.9896752869,NA,880.728841978725,NA,51.6628851108877,NA
"667","LVNIX7507Y","2012-10-03","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Gated","3",12000,1,0,0,0,0,12000,NA,330.4,NA,664.156769963193,NA,13.8366660745258,NA,712.649680072519,NA,588.892064934965,NA,27.7915570284762,NA
"668","MSNYA7249I","2012-10-03","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",5645,1,0,0,0,0,5645,NA,179.8,NA,536.629709815958,NA,9.7692256991488,NA,295.243672866783,NA,339.316179810813,NA,18.8646450069257,NA
"669","GOIME5373R","2012-10-04","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,7,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",10000,0.25,0,0,0,0,40000,NA,712.8,NA,1574.06957794286,NA,36.1902279926822,NA,4050.12674347576,NA,1748.25374407593,NA,92.1759182023516,NA
"670","NUYYS2068Q","2012-10-04","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Multiple","Multiple",9030,0.428571428571429,0,0,0,0,21070,NA,458,NA,991.506795410878,NA,20.4718755177003,NA,2943.59182912641,NA,1090.75309870221,NA,48.8340433057953,NA
"671","OVOOT3906Y","2012-10-04","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Multiple","Multiple",10480,0.5,0,0,0,0,20960,NA,401.6,NA,905.322630192756,NA,22.5618614752047,NA,544.245326401635,NA,571.656587024989,NA,54.6098374615253,NA
"672","MGCFJ2392R","2012-10-04","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,NA,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",1310,1,0,0,0,0,1310,NA,131,NA,286.499544698401,NA,6.09175443730367,NA,176.733988482295,NA,138.455300316703,NA,11.1717646207983,NA
"673","MEDFQ9341T","2012-10-05","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",18080,1,0,0,0,0,18080,NA,396,NA,945.540443104418,NA,17.9078656007858,NA,454.844656286765,NA,614.970160015432,NA,33.1842204839902,NA
"674","GVBEG4328S","2012-10-05","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Gated","3",5850,0.6,0,0,0,0,9750,NA,348.4,NA,594.800804766649,NA,9.92536049296717,NA,2422.12379221496,NA,896.672947990294,NA,17.7978144282423,NA
"675","ZSHXW3967A","2012-10-05","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",2684,0.666666666666667,0,0,0,0,4026,NA,228.56,NA,592.628080005228,NA,10.6134727647922,NA,2023.70390990544,NA,496.183960268259,NA,19.7365975189098,NA
"676","GUBJQ7507X","2012-10-06","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,7,NA,"Majambani",NA,"1","Gated","3",10740,0.375,0,0,0,0,28640,NA,553.2,NA,1127.16318829568,NA,24.6120318262967,NA,2809.26087459276,NA,1254.30563380247,NA,58.2957372057396,NA
"677","LMDWM0119X","2012-10-06","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",12400,0.714285714285714,0,0,0,0,17360,NA,464,NA,826.454109396987,NA,15.3539007872325,NA,2037.43343218976,NA,906.135599936817,NA,27.3363804750628,NA
"678","CHHXU0191U","2012-10-06","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,NA,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,133,NA,21.28,NA,60.8633348419419,NA,1.0479137876695,NA,348.311185452101,NA,40.4154156562969,NA,4.11554635547535,NA
"679","HCPKW9964M","2012-10-09","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"3","Traditional","0",11650,0.555555555555556,0,0,2330,0.111111111111111,20970,NA,NA,NA,708.15257753876,NA,10.8845439130146,NA,2206.14116059556,NA,1000.98891615816,NA,24.4520322436111,NA
"680","AQNII1658Q","2012-10-09","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"3","Gated","3",8440,0.666666666666667,0,0,0,0,12660,NA,405.6,NA,793.89614373597,NA,16.0888195497355,NA,1353.71737634534,NA,709.074835248399,NA,32.0484106027433,NA
"681","EMROD7056O","2012-10-09","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"3","Gated","3",0,0,0,0,0,0,4440,NA,NA,NA,617.583329117489,NA,9.8577397503859,NA,326.645459683421,NA,483.999785252652,NA,21.8900782071277,NA
"682","AMART0809K","2012-10-09","Kenya","Bogowa",NA,NA,"Douglas","ROEQH7591N",1,5,NA,"Vilangoni",NA,"3","Traditional","0",9480,0.666666666666667,0,0,0,0,14220,NA,399.6,NA,930.743200731131,NA,21.8880389235623,NA,601.547837302085,NA,505.574839492961,NA,48.5295502202024,NA
"683","STGWQ8044G","2012-10-09","Kenya","Bogowa",NA,NA,"Douglas","ZUSUF1498G",1,4,NA,"Kirasi",NA,"3","Traditional","0",13800,0.666666666666667,0,0,4600,0.222222222222222,20700,NA,NA,NA,1147.0042401202,NA,21.0152415806207,NA,648.876512792291,NA,497.485785187248,NA,40.0158765836151,NA
"684","HQTQD8550F","2012-10-09","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"3","Gated","3",0,0,0,0,0,0,4985,NA,178.16,NA,319.882178870949,NA,5.63859734449721,NA,551.727594528791,NA,431.09183576965,NA,14.6068641461465,NA
"685","AAGIN8121J","2012-10-10","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",8520,0.5,0,0,0,0,17040,NA,404.8,NA,994.071875887191,NA,25.7053553377598,NA,659.169078544428,NA,612.863266855869,NA,65.4071681169555,NA
"686","PELLX5835Z","2012-10-10","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",24080,0.363636363636364,0,0,0,0,66220,NA,895.2,NA,2298.11747895848,NA,41.4734804712701,NA,4955.18592375716,NA,2084.08381770361,NA,95.5795483792218,NA
"687","LKBFA0003S","2012-10-10","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Traditional","0",12240,0.333333333333333,0,0,0,0,36720,NA,688.8,NA,1494.42243761709,NA,18.2453624395464,NA,7671.14769244559,NA,2196.38327527618,NA,32.6932758816154,NA
"688","BSIHQ0312W","2012-10-10","Kenya","Bogowa",NA,NA,"Douglas","ZUSUF1498G",1,5,NA,"Kirasi",NA,"1","Gated","3",10220,0.7,0,0,1460,0.1,14600,NA,NA,NA,606.685833849856,NA,12.1866962662786,NA,448.615049015799,NA,369.874581960016,NA,22.6385962521953,NA
"689","MHCWI6059G","2012-10-10","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",55800,0.642857142857143,0,0,0,0,86800,NA,1094.4,NA,2683.57239797112,NA,52.4633577212145,NA,2680.12738197266,NA,1770.7902679611,NA,110.775994592613,NA
"690","PHGZN7859Y","2012-10-11","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",17200,0.8,0,0,2150,0.1,21500,NA,328.4,NA,730.537261014364,NA,16.5901252580422,NA,633.16704968922,NA,561.149114643476,NA,38.3596375803121,NA
"691","OJBZN7042C","2012-10-11","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Gated","3",6240,0.6,0,0,0,0,10400,NA,374,NA,705.188205354015,NA,12.3636266650053,NA,2559.9610596763,NA,920.155425528712,NA,22.7438659597913,NA
"692","AXFZL9273X","2012-10-11","Kenya","Bogowa",NA,NA,"Douglas","ZUSUF1498G",1,5,NA,"Kirasi",NA,"1","Gated","3",7360,0.8,0,0,0,0,9200,NA,350.8,NA,721.029713728853,NA,14.2537547863977,NA,1315.00140880706,NA,585.711370714319,NA,26.1688590594192,NA
"693","AZQVF8232U","2012-10-12","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",9120,1,0,0,0,0,9120,NA,304,NA,664.853905254304,NA,14.1365904499261,NA,410.130782432197,NA,321.300849589906,NA,25.9253163719289,NA
"694","UCTPO4816M","2012-10-12","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Gated","3",7560,0.8,0,0,0,0,9450,NA,327.6,NA,754.951918753834,NA,17.4734917276837,NA,484.269110096234,NA,402.62780921049,NA,37.7276004547808,NA
"695","GXKBV7581B","2012-10-12","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Multiple",NA,"1","Traditional","0",10350,1,0,0,0,0,10350,NA,414,NA,905.426042023953,NA,19.2518040995704,NA,558.533368180689,NA,437.561025428359,NA,35.3061874275611,NA
"696","RNADU4370G","2012-10-12","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,2406,NA,132.4,NA,486.676167250648,NA,9.44248975221561,NA,134.307670404776,NA,301.267939545116,NA,21.3819621892323,NA
"697","AOULP3369U","2012-10-13","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Gated","3",2610,0.75,0,0,870,0.25,3480,NA,162,NA,442.691404064613,NA,8.25067624598213,NA,249.737872990314,NA,180.773708911108,NA,16.2783230187279,NA
"698","VLZDM1698I","2012-10-13","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",8610,0.5,0,0,0,0,17220,NA,498,NA,977.003397874754,NA,22.5619585098335,NA,611.916029540174,NA,834.174260938988,NA,52.8994872875456,NA
"699","QBIZS8711G","2012-10-13","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Gated","3",3720,0.285714285714286,0,0,0,0,13020,NA,NA,NA,892.346323816105,NA,15.5764942090188,NA,1007.55105204691,NA,631.200333687027,NA,30.6593067707057,NA
"700","HSJNT0502L","2012-10-13","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",6900,1,0,0,0,0,6900,NA,345,NA,754.521701686627,NA,16.0431700829753,NA,465.444473483908,NA,364.634187856966,NA,29.4218228563009,NA
"701","GNPXR5687T","2012-10-14","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",5720,1,0,0,0,0,5720,NA,286,NA,625.487555601088,NA,13.2995554890752,NA,385.84672294608,NA,302.276457179977,NA,24.3902647446437,NA
"702","MNRTG2255Q","2012-10-14","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,4,NA,"Majambani",NA,"1","Traditional","0",16400,0.625,0,0,0,0,26240,NA,605.2,NA,1410.61323329187,NA,24.2436253548593,NA,3469.42878829779,NA,1369.94280709095,NA,46.8581037500769,NA
"703","TIJFO2030M","2012-10-14","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Traditional","0",6900,0.5,0,0,0,0,13800,NA,426.8,NA,888.09034558199,NA,14.0936272929712,NA,2818.1397653418,NA,1016.48182607613,NA,25.3625974431132,NA
"704","YFDBT3259M","2012-10-14","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",6585,1,0,0,0,0,6585,NA,263.4,NA,576.060916592051,NA,12.2486115937846,NA,355.356737146844,NA,278.390275598622,NA,22.462922145941,NA
"705","AQAEJ7008F","2012-10-15","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",5920,1,0,0,0,0,5920,NA,296,NA,647.357749852875,NA,13.7645749117701,NA,399.337867105034,NA,312.845564074382,NA,25.2430712042466,NA
"706","RAAHF6088M","2012-10-15","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",7900,1,0,0,0,0,7900,NA,316,NA,622.948361484242,NA,12.1940364373903,NA,390.806739305731,NA,308.047718565229,NA,21.7975418826093,NA
"707","MYBUI7468Z","2012-10-15","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Gated","3",14720,0.4,0,0,0,0,36800,NA,635.6,NA,1520.71464182686,NA,27.2443746343717,NA,2942.71837550178,NA,1507.63418072483,NA,55.9178879248617,NA
"708","DZWVH3659Z","2012-10-15","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",0,0,0,0,0,0,1809,NA,113.2,NA,323.634331564847,NA,5.80471002258142,NA,511.858601076755,NA,325.342997192732,NA,12.8610333862294,NA
"709","YJHJU7467J","2012-10-16","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0",5060,0.4,0,0,0,0,12650,NA,325.2,NA,859.178095403267,NA,22.6167978914686,NA,569.05555535116,NA,572.334563721498,NA,60.6904080785919,NA
"710","NYKBY5985V","2012-10-16","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",4560,0.4,0,0,0,0,11400,NA,444,NA,765.227697716306,NA,16.3517427689508,NA,1200.16478791551,NA,885.794227157898,NA,38.8959330383272,NA
"711","BLYXG2691V","2012-10-16","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Traditional","0",10680,0.571428571428571,0,0,0,0,18690,NA,420.4,NA,986.658287948104,NA,24.1414461341551,NA,633.067137525872,NA,574.427454605767,NA,56.9153633721281,NA
"712","YCHRE5141Z","2012-10-16","Kenya","Bogowa",NA,NA,"Douglas","ZUSUF1498G",1,5,NA,"Kirasi",NA,"1","Traditional","0",3640,1,0,0,0,0,3640,NA,182,NA,384.626340202811,NA,8.15010658632648,NA,225.297669549747,NA,194.430388662461,NA,14.8320616712917,NA
"713","JRGEZ8126L","2012-10-16","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Ujamba wa Kusonga Maji",NA,"1","Gated","3",13923,1,0,0,0,0,13923,NA,397.8,NA,869.996327336059,NA,18.4984726348046,NA,536.677714643184,NA,420.439072259423,NA,33.9246409630044,NA
"714","XOGCB6264E","2012-10-17","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",36720,0.727272727272727,0,0,0,0,50490,NA,918,NA,1989.53858736706,NA,40.9570148199651,NA,1708.60314282849,NA,1458.29140896947,NA,82.1947658509026,NA
"715","IKNPC8627H","2012-10-17","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Mwaepe",NA,"1","Gated","3",14322,1,0,0,0,0,14322,NA,409.2,NA,894.928348783095,NA,19.0285947766768,NA,552.057618984392,NA,432.487854119044,NA,34.8968403269517,NA
"716","XUSIV6944Y","2012-10-18","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Majambani",NA,"1","Gated","3",12450,0.714285714285714,0,0,0,0,17430,NA,498,NA,979.412033849826,NA,21.3511670802279,NA,680.64675821883,NA,694.829322939577,NA,44.7742614417593,NA
"717","JTVGI2244M","2012-10-18","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"1","Traditional","0",20000,0.555555555555556,0,0,0,0,36000,NA,616.8,NA,1460.04433070849,NA,34.0322117475111,NA,773.869240667173,NA,909.761838712748,NA,75.0499009620857,NA
"718","FUKOY0929C","2012-10-18","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"1","Traditional","0",10230,0.428571428571429,0,0,0,0,23870,NA,539.6,NA,1169.8433867806,NA,27.659755729889,NA,690.432043403781,NA,919.111000844698,NA,65.4960566138674,NA
"719","YWXWJ1482R","2012-10-20","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,5,NA,"Majambani",NA,"2","Traditional","0",24040,0.333333333333333,0,0,0,0,72120,NA,1045.2,NA,2370.4235348792,NA,51.5375139826549,NA,2848.92941337485,NA,2201.27079035863,NA,125.991746372869,NA
"720","UPDKH3417Z","2012-10-20","Kenya","Bogowa",NA,NA,"Douglas","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"2","Traditional","0",14960,1,0,0,0,0,14960,NA,260,NA,568.625050546444,NA,12.0905049900683,NA,350.7697481328,NA,274.796779254525,NA,22.172967949676,NA
"721","QFTSL7411D","2012-10-20","Kenya","Bogowa",NA,NA,"Douglas","ROEQH7591N",1,5,NA,"Vilangoni",NA,"2","Traditional","0",10000,1,0,0,0,0,10000,NA,400,NA,874.807770071452,NA,18.6007769077975,NA,539.645766358154,NA,422.764275776192,NA,34.112258384117,NA
"722","WBVRR4777J","2012-10-20","Kenya","Bogowa",NA,NA,"Douglas","LQXCL8736H",1,8,NA,"Bogowa",NA,"2","Gated","3",14240,0.5,0,0,0,0,28480,NA,712,NA,1200.14658452076,NA,27.2305405517655,NA,989.162536422563,NA,1300.73444539523,NA,68.2180430023899,NA
"723","XPUFJ2376R","2012-10-20","Kenya","Bogowa",NA,NA,"Douglas","JZMEK0798C",1,10,NA,"Ujamba wa Kusonga Maji",NA,"2","Gated","3",35200,0.727272727272727,0,0,0,0,48400,NA,752,NA,1742.37665234465,NA,40.6569664665262,NA,1121.96065014738,NA,937.993961887275,NA,88.9936764623025,NA
"724","IWHGY4326E","2012-10-22","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Mwanashetani",NA,"2","Gated","3",820,1,0,0,0,0,820,NA,82,NA,179.335592864648,NA,3.81315926609848,NA,110.627382103422,NA,86.6666765341194,NA,6.99301296874398,NA
"725","BMXXX8793P","2012-10-27","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Mwanashetani",NA,"5","Gated","3",627,0.5,0,0,0,0,1254,NA,118.04,NA,271.478309240942,NA,5.07379778310493,NA,269.699569855661,NA,166.15282618636,NA,9.39901694813247,NA
"726","CPZKH6841V","2012-10-28","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Mwanashetani",NA,"1","Gated","3",2014,1,0,0,0,0,2014,NA,201.4,NA,440.465712230976,NA,9.36549117307602,NA,271.711643361331,NA,212.861812853313,NA,17.1755220964029,NA
"727","PAJQO8357R","2012-10-30","Kenya","Mwaepe",NA,NA,"Douglas","PAWDM8941D",1,4,NA,"Limwinyu Mwinyu",NA,"2","Gated","3",3392,0.8,0,0,848,0.2,4240,NA,160.64,NA,426.413487968945,NA,7.94023798501904,NA,228.295458290045,NA,178.345191950713,NA,15.1843001167358,NA
"728","XSCPK0138N","2012-11-01","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,4,NA,"Majambani",NA,"1","Multiple","Multiple",29680,0.727272727272727,0,0,0,0,40810,NA,683.2,NA,1388.11937687654,NA,24.9576401204191,NA,3880.54958221796,NA,1437.83991284305,NA,45.7142653426442,NA
"729","LWTJF4096Y","2012-11-03","Kenya","Bogowa",NA,NA,"Douglas","PLHIC6436E",1,2,NA,"Majambani",NA,"2","Multiple","Multiple",42120,0.692307692307692,0,0,0,0,60840,NA,876.8,NA,2225.41939869704,NA,47.3268863674539,NA,1132.00058328075,NA,1323.31064236474,NA,96.5617188580856,NA
