"Species","Family","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_ugPer100g","Zinc_L95","Zinc_U95"
"Papilloculiceps longiceps","Platycephalidae","Flatheads","Indian ocean crocodilefish",NA,"Yes",NA,NA,22.9343652021311,25.743019273935,40.101419459686,"S5","Carnivorous","Mob","Both","Sol","Bottom",50.7893796580777,21.4212864834309,111.944010748334,0.481629264584235,0.28506032211371,0.99444867056699,60.7106450491232,22.6258003951823,150.8017106908,50.8801381861071,26.1478922487483,126.083370474664,1.05088022187125,0.649307459816177,1.65608966549696
"Chlorurus atrilunula","Scaridae","Parrotfishes","Black crescent parrotfish","Pono","No",120,NA,24.1074080167991,33.0882511492713,39.9974638101999,"S4","Omnivorous","Mob","Day","SmallG","Bottom",42.8213126928185,16.8442492632202,114.723352503375,0.692446104163387,0.285538500388964,1.84387953466505,25.8543135304596,8.08788751319743,81.8391388719446,37.0357904677519,13.3818060439831,108.785110339125,2.59431654566706,1.03549180278519,4.69377222086665
"Abudefduf vaigiensis","Pomacentridae","Butterflyfishes","Black-backed butterflyfish","Togoo","Yes",80,NA,9.82490687129898,11.4660343593694,17.667481610867,"S3","Planktivorous","Sed","Day","MedG","Low",77.9509519423485,47.3640730685147,127.816844310299,0.82372059675123,0.548277909764902,1.30542798382689,32.992004936578,10.2517647267713,107.379840791437,30.8769632431272,17.2821948874489,56.6057316866766,1.42882033345146,0.964543409710028,2.09004845793938
"Plectorhinchus gaterinus","Haemulidae","Sweetlips","Blackspotted sweetlips","Fute","No",160,"Pisc-Macro-Invert",31.6921391147686,35.6654952096118,58.913525511549,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",42.2328196576715,25.0911347473824,74.8833010917822,0.518329183710756,0.29420019955591,0.8911624116646,81.6130611996357,33.241542247176,188.16752211662,39.4079016858334,22.2201139954053,67.1951102500915,1.00171288915791,0.612316494088538,1.43287474690436
"Scarus scaber","Scaridae","Parrotfishes","Green parrotfish","Pono","No",120,NA,17.1061499462996,23.3378598191315,28.1389056077375,"S4","Omnivorous","Mob","Day","MedG","Bottom",47.5828412124207,31.4906409341694,74.5589811010025,0.929876233463618,0.634421260852303,1.40614416307548,18.9476968598084,6.01519497736321,61.6297237188238,20.3095244793644,13.5286216221205,31.7979391343068,2.37721211480021,1.73938609145092,3.15179124741337
"Lethrinus rubrioperculatus","Lethrinidae","Emperors","Redgill","Changu","No",200,NA,28.1240612819642,33.5067055680813,49.2637152974988,"S4","Mobile Inverts","VMob","Both","MedG","Bottom",47.2831965115862,32.6086837902705,71.3112698245194,0.91130743227737,0.638471175428334,1.2916731556231,17.3451178282524,4.43297015673888,100.032293369877,51.3321025634543,32.6044794159004,79.8332379244937,2.07612422281835,1.48777411271029,2.80450941747077
"Cephalopholis boenak","Cephalopholidae","Groupers","Chocolate hind","Tewa chui","No",NA,NA,17.4045500758342,19.0056080991018,30.0510949055642,"S4","Carnivorous","Sed","Both","Sol","Bottom",60.3870119414024,34.0635736960132,104.220980122495,0.714399676461996,0.387144797842851,1.23237690490324,155.587074743068,57.0562688782406,456.780934793452,36.9242162305629,20.9188636633238,63.1470901258933,0.883453999334536,0.618815092617723,1.48038627702201
"Cheilio inermis","Labridae","Wrasses","Cigar wrasse","Badu","No",160,"Invert-Micro",15.0189624185831,17.4477716233074,28.2070269166555,"S4","Carnivorous","VMob","Day","Sol","Bottom",41.3411416064669,23.0985895546728,70.1198787049417,0.462038401694386,0.266170480715579,0.839394079504203,89.3787926420238,27.4242235886974,302.018286852041,39.842614840918,22.344109536182,71.2966675771063,1.38340458317368,0.90696819660303,2.45233690082891
"Abalistes stellatus","Balistidae","Triggerfishes","Starry triggerfish","Kikande","Yes",160,NA,17.9156163216085,18.0594945289056,37.4401865011068,"S5","Mobile Inverts","Sed","Day","Sol","Bottom",35.7696471858056,13.9142223091498,74.1973214375856,0.483780829334424,0.292613441649407,0.958248816625308,49.4952320523566,15.2725168033704,162.121345560713,37.2874605416317,19.4681078187907,81.7794311482296,0.909991387026249,0.603403717193176,1.39546686372651
"Sufflamen chrysopterum","Balistidae","Triggerfishes","Haifmoon triggerfish","Kikande","Yes",160,"Invert-Micro",17.9156163216085,18.0594945289056,37.4401865011068,"S4","Mobile Inverts","Sed","Day","Sol","Bottom",59.0795705464967,23.3650752804099,125.769221903528,0.618753867618274,0.376605207778002,1.2309738486342,57.1048719262627,17.5840837599423,183.744664159184,32.1137118786745,16.6528664488337,68.292396027614,1.12346499707676,0.731644452073648,1.71401366015068
"Diagramma pictum","Haemulidae","Sweetlips","Paintes sweetlips","Beha","No",160,"Pisc-Macro-Invert",32.4386564917484,37.0611090161207,65.5247109736805,"S6","Mobile Inverts","Mob","Day","MedG","Bottom",25.7592515143445,10.4917347868903,71.2948671632923,0.492523979933354,0.200070688781874,1.0439926466204,37.9319759463945,16.1956393680231,85.4128554631714,47.6330020072105,17.3409272102671,127.774155897927,0.533775552162751,0.282825978907758,1.757889936383
"Monotaxis","Lethrinidae","Emperors","Bigeye emperor","Changu","Yes",200,NA,32.4386564917484,37.0611090161207,65.5247109736805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parupeneus heptacanthus","Mullidae","Goatfishes","Redspot goatfish","Mkundaji","Yes",160,NA,17.1102136531475,20.3677473244317,34.3676731672256,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",40.7923716757316,17.2723851700372,93.9145933320563,0.364588545970251,0.171302354389021,0.847818173276788,408.276568247236,56.2636549725054,2135.45169232119,53.6549973963818,21.3345939453427,143.560468498825,0.748832320762016,0.419996726467357,1.61164078935811
"Cetoscarus bicolor","Scaridae","Parrotfishes","Bicolor parrotfish","Pono","No",120,NA,31.949261388338,45.7332479290501,57.025864962105,"S6","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",42.9825485084053,23.4674911182174,82.0735263614547,0.777138282098231,0.458655858166283,1.2255042822696,17.9174390389859,5.66127027318388,57.5239464085779,44.3469030975315,23.3752433051722,85.1105057820242,1.48473801260048,0.997511181964668,2.32930620547302
"Thalassoma hebraicum","Labridae","Wrasses","Goldbar wrasse",NA,"Yes",160,NA,10.945674657153,12.3020981019753,20.0809387319913,"S3","Mobile Inverts","Mob","Day","SmallG","Bottom",65.71767572448,40.939017128583,123.853378649096,0.65978014176703,0.389770722116048,1.11807682421925,105.316782190584,36.6153877102018,324.14733449648,32.8508986105878,19.4041362189616,52.5685704547619,1.57229125394297,1.10540754830666,2.78318314019249
"Naso brevirostris","Acanthuridae","Surgeonfishes","Spotted unicornfish","Togoo","Yes",120,"Planktivore",21.7884540351447,23.9349091868435,32.9610154307726,"S5","Omnivorous","VMob","Day","LargeG","Low",36.1620969106075,19.7972446301658,65.1840496096268,0.649301938711282,0.369812751381001,1.04797517054053,22.0681921995591,7.4680270920878,65.0355172870521,43.6431820335191,24.2546575333845,81.6051838095162,1.26846346297857,0.784315407736086,1.86364213628643
"Taeniura lymma","Dasyatidae","Rays","Blue spotted ribbontail","Karwe","Yes",NA,"Invert-Macro",51.6958873142484,66.4116880278404,111.39336448626,NA,NA,NA,NA,NA,NA,24.8064042787782,3.57953196129156,137.730017219138,0.469836532877023,0.0892029962064639,1.93297032393882,99.5450346244074,21.7013759487504,446.705711735855,20.9433816506302,5.27855949534933,75.2756336620984,1.05995333260092,0.278109039051212,4.25756076493292
"Acanthurus nigricauda","Acanthuridae","Surgeonfishes","Blackstreak surgeonfish","Togoo","Yes",120,NA,16.9569244954737,17.372906621286,24.6091933936764,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",85.1737378925932,24.8038427490945,222.90187849098,1.03626437278336,0.360622449068517,2.91689770572758,36.9769314009188,9.4036875223701,139.504088336304,19.0523797544523,5.80766085585037,67.2026523528101,2.66527333363052,0.851454239648637,5.31061991331943
"Scolopsis bimaculata","Nemipteridae","Monocle breams","Thumbprint spinecheek","Kanga macho","No",NA,"Pisc-Macro-Invert",13.6576049736587,15.7162260831337,25.3790749931821,NA,NA,NA,NA,NA,NA,64.1702924753499,38.2513005310033,126.299363208705,0.654530800759156,0.352212559939509,1.16411668804353,64.8903677824295,17.4891714582965,179.246349253097,37.2129097343085,20.4879779506712,67.7664992402302,1.20029484625728,0.754772371659276,1.80130707274858
"Hipposcarus harid","Scaridae","Parrotfishes","Longnose parrotfish","Pono","No",120,"Scrapers/Excavators",30.1232204898644,44.097214140918,56.2588070664429,"S5","Omnivorous","Mob","Day","MedG","Bottom",24.9613287247184,12.9428961421652,45.2932685939708,0.547651148783008,0.323666871473489,0.924663437159861,28.0067346326783,8.0909502891957,93.4128283218719,42.3151353371445,20.7331646747846,91.1669213325665,1.3279146263746,0.865796230920215,2.11399626667016
"Chromis atripectoralis","Pomacentridae","Damselfishes","Black-axil chromis",NA,"No",80,NA,6.68464971077061,7.49298479075887,11.5199720635173,"S2","Planktivorous","Sed","Day","LargeG","Low",80.9919520655693,45.8316598050329,133.943249012531,0.870579504508056,0.559762353124636,1.44228395897484,127.41736992616,40.0181706798421,417.906522343835,23.4946392444923,11.3829219392088,45.7447536631176,1.3620273846225,0.897811049917072,2.04778199743974
"Monotaxis grandoculis","Lethrinidae","Emperors","Bigeye emperor","Changu","No",200,NA,23.311005164448,27.5742467830575,41.3971845463537,"S5","Mobile Inverts","Mob","Night","Sol","Low",14.8169028341455,7.24815532817997,35.966174176872,0.134825197451852,0.0787372500923268,0.289776356482346,49.4217305267253,14.7706568376463,135.341485838857,75.4896752904399,39.4193102426192,145.906655996387,0.448413912709583,0.323839600488395,0.709779644407226
"Zanclus cornutus","Zanclidae","Surgeonfishes","Moorish idol","Kibangala mwewe","Yes",NA,"Invert-Micro",21.499017272869,25.2186139722751,38.7062151949129,"S3","Omnivorous","Mob","Day","SmallG","Bottom",39.0522276336868,21.5910220956246,74.3834991550227,0.996411602191278,0.561107797279823,1.67158528279401,30.0401305161094,7.18770444988027,119.013258516003,13.4105028592728,6.56683348704319,29.2811341334639,1.08351108881987,0.670092906942442,1.71095722830985
"Plectorhinchus sordidus","Haemulidae",NA,"Sweetlips","Fute","No",160,NA,23.4537672642959,25.5603802590525,40.5110160426326,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",42.4196418713677,25.0305125869756,76.9993779670556,0.551822480790291,0.32688541671671,0.944418953346377,55.668096521456,23.3575259771593,126.958163138273,44.2930839566521,25.0791783975728,75.0238614753355,0.955049395070975,0.581138484631903,1.36673178911782
"Epinephelus coeruleopunctatus","Serranidae","Groupers","Whitespotted grouper","Kivungwi","No",200,NA,36.9933411740194,44.6841547622378,69.0089214896377,"S5","Carnivorous","Mob","Both","Sol","Bottom",19.7774327782623,10.3218187574112,44.5595250387331,0.42936639855306,0.23787574210287,0.879749344037346,164.506934694703,48.478179670499,580.174514793151,40.749253730237,23.5589183542155,68.8716436710682,1.21893812743289,0.761530119511568,1.83547957746062
"Epinephelus coioides","Serranidae","Groupers","Orange-spotted grouper","Kivungwi","No",200,"Piscivore",48.9210509257986,60.8178990523294,93.0919629789621,"S6","Carnivorous","Mob","Both","Sol","Bottom",14.8142401741477,6.11289278607742,37.9759550851868,0.798785065036881,0.330689072662328,1.86752195832527,99.0802219312249,18.1664933417425,475.285586128271,21.0456133434792,8.25391228529218,56.0589347841241,1.05551122916664,0.576972368053427,1.93050275379503
"Chaetodon trifasciatus","Chaetodontidae","Butterflyfishes","Redfin butterflyfish","Kitatange","Yes",80,"Invert-Micro",9.48116165933602,10.4355068630438,16.0513639979385,"S3","Sessile Inverts","Sed","Day","Pair","Bottom",123.042445033591,68.4748103563202,227.111173277912,0.964900861768471,0.59964182937028,1.72650797974142,33.7086510586236,10.0600013349751,117.155534629314,30.7230783482288,15.5793658892753,63.6484856302027,1.40438320150689,0.917009633446446,2.1382197608056
"Zebrasoma desjardinii","Acanthuridae","Surgeonfishes","Desjardin's sailfin tang","Togoo","Yes",120,NA,16.1481510426064,17.4050005960341,24.0984178409513,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",33.3295872166913,13.2343363415307,92.0625296421883,0.708723600594518,0.307286955565834,1.84230934021083,24.6701029359362,6.24364413442577,91.876581882212,12.6535147269629,4.72198118875242,36.5789566162576,1.70181703304118,0.686661022590791,3.02519277724916
"Scolopsis ghanam","Nemipteridae","Monocle breams","Arabian spinecheek",NA,"No",NA,NA,13.6576049736587,15.7162260831337,25.3790749931821,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",63.851970317215,38.240652294415,125.129368150949,0.673916323190071,0.366970613903982,1.17286992201613,60.6868695516729,16.2984550267733,167.746897729951,37.0554466399419,20.6411556308059,65.8503063024492,1.24445883459862,0.779319532519158,1.85701720147542
"Epinephelus itajara","Serranidae","Groupers","Jawfish",NA,"No",200,NA,84.1765682285842,109.866066664988,169.050418473221,"S6","Mobile Inverts","Mob","Night","Sol","Bottom",9.82643800081622,3.9524131525899,25.205931289796,0.685604730128151,0.278727639386651,1.66038836654232,63.7653271868108,11.1642777815096,312.497238580338,26.251252626033,9.89062193269761,75.1673066721751,0.855037508561601,0.456881447507725,1.5885952745276
"Myripristis hexagona","Holocentridae","Soldierfishes","Doubletooth soldierfish",NA,"Yes",NA,NA,19.5800548478535,18.3728438832921,33.2227256830864,"S4","Planktivorous","Mob","Night","SmallG","Low",59.993052386683,25.3448493552348,141.691882041225,0.853759951083129,0.44104700023804,1.53065589970748,68.2290285621606,27.4453662717858,173.48468028452,40.1179721743253,21.4759504758187,66.3655134087137,1.22637504976923,0.753331151096385,1.98019530465205
"Chaetodon kleinii","Chaetodontidae","Butterflyfishes","Klein's butterflyfish","Kitatange","Yes",80,"Invert-Micro",8.28462022115478,9.03050790143304,13.9345513902065,"S3","Planktivorous","Sed","Day","Pair","Low",100.620552023165,60.5677216294739,171.790266931716,0.882179197052642,0.579422596349826,1.43330286645609,40.552729699512,13.0392158851172,131.764703154671,28.5668166382767,15.8203185277511,54.2599480322504,1.47946728692925,0.996851847793774,2.17092180697124
"Epinephelus longispinis","Serranidae","Groupers","Longspined grouper","Tewa","No",200,NA,36.9933411740194,44.6841547622378,69.0089214896377,"S5","Carnivorous","Mob","Both","Sol","Bottom",26.8411601449863,14.138973809744,59.0818382236755,0.443079262331722,0.248137200720442,0.92988775954474,230.474903372107,65.3841716863393,807.703194729376,37.7506592419876,20.8305345618074,62.7877127954566,1.24185627629359,0.785160188664593,1.86883505765043
"Gymnothorax undulatus","Muraenidae","Moray eels","Undulated moray",NA,"No",NA,NA,67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",29.327015964233,13.884915292923,56.2565432624838,0.449297675809805,0.270349059633436,0.845657178594503,59.5091421727757,13.4369255015819,242.757058781343,51.4436585767776,23.8957976371398,117.712824948979,1.13592816914178,0.716017079848959,1.76652076674711
"Amblyglyphidodon leucogaster","Pomacentridae","Damselfishes","White -belly damsel",NA,"No",80,NA,8.78294823861601,10.1564709715098,15.6867187872922,"S2","Planktivorous","Sed","Day","MedG","Low",78.3077096413081,45.3755851975839,127.739252331361,0.820950247196574,0.525025277195481,1.35633348907235,143.624541166574,45.9311058224565,442.989319287361,23.8700942829589,11.6942897263393,44.9551884276542,1.27742667516683,0.847850066695994,1.9108080017492
"Chaetodon xanthocephalus","Chaetodontidae","Butterflyfishes","Yellowhead butterflyfish",NA,"Yes",80,NA,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Omnivorous","Sed","Day","Pair","Bottom",78.9112896165743,48.3392282604581,129.797711524067,0.814509826832118,0.541937862385743,1.29321438579263,34.7573147449752,10.9890774003057,110.868117029731,30.6871088291758,17.2752129001852,56.4606240886955,1.40734039044757,0.956736918752868,2.05300179642093
"Cheilodipterus quinquelineatus","Apogonidae","Cardinalfishes","Five-lined cardinalfish",NA,"Yes",NA,NA,8.54066058484466,9.10306900496929,13.5489743253233,"S2","Carnivorous","Sed","Night","SmallG","Low",147.058150027588,82.530032582061,311.874341208993,0.811361037571993,0.49627904991298,1.39145638061579,85.0536760782644,29.7458968352325,234.765200325504,34.2457467504342,16.7961388310931,67.8745561146316,1.63341893185775,1.09850173968544,2.35525502053602
"Naso annulatus","Acanthuridae","Surgeonfishes","Whitemargin unicornfish","Togoo","Yes",120,"Planktivore",22.9021711332268,25.5393563482109,35.6166661460547,"S6","Planktivorous","VMob","Day","MedG","High",23.3123895982893,12.0732831910874,41.4344927703243,0.540386041069555,0.302349200850621,0.89139728250003,20.0205058754383,6.18138557243313,63.8310206446927,47.5786842838909,25.3712998655771,95.8282730373124,1.12204275865179,0.680965164911656,1.68161990186889
"Brotula multibarbata","Ophidiidae","Catfishes","Reef cusk eel",NA,"Yes",NA,NA,38.2061049019737,44.3374087002234,70.0700870501189,"S5","Carnivorous","Sed","Night","Sol","Bottom",33.3509660242586,19.3965470771073,56.7090549417972,0.41587681746163,0.247751624403162,0.683620680619165,50.1577905501748,18.7584700730961,128.123441771381,51.6391921714128,29.7440432589266,95.8692339669971,0.94988197121466,0.664065358143567,1.31582594261587
"Arothron mappa","Tetraodontidae","Puffers","Map puffer",NA,"Yes",0,NA,16.4716087191905,16.9924569711277,29.0515601006601,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",33.9112531409135,12.8196960830033,70.2554962853397,0.548279162969076,0.344412250247736,1.09800083103207,26.6799191540346,7.79352604312176,86.7076895128817,41.6980952656834,21.1031754856663,86.1728410120113,1.00207281035817,0.652061936521722,1.56641401703932
"Lutjanus argentimaculatus","Lutjanidae","Snappers","River snapper",NA,"No",200,NA,46.7465779782326,68.2212951077973,98.48022363671,"S6","Carnivorous","Mob","Night","MedG","Low",11.1830319390117,4.87500084243034,24.4739580456684,0.571348595043746,0.261380117691346,1.31689235924166,81.769991040326,11.3338252536695,501.720806785839,44.8185180347229,14.6169994668515,109.826532964827,0.363681801469825,0.209637654181462,0.72990554367122
"Chaetodon melannotus","Chaetodontidae","Butterflyfishes","Black-backed butterflyfish",NA,"Yes",80,NA,8.28462022115478,9.03050790143304,13.9345513902065,"S3","Sessile Inverts","Sed","Day","Pair","Bottom",58.3915628669598,32.7992371367607,101.958414096627,0.452562482283868,0.226914198974489,0.848498121413132,268.442227005727,68.8478416898333,983.484381978487,21.9824827628166,9.89460228696227,46.9664871611249,1.13653275183423,0.711256324854025,1.78345499609403
"Acanthurus mata","Acanthuridae","Surgeonfishes","Elongate surgeonfish","Togoo","Yes",120,NA,19.7436372708129,20.730848120071,29.8011743665281,"S5","Planktivorous","VMob","Day","LargeG","Low",45.0665060003957,14.2711135293841,105.154140667782,0.665896779889909,0.258240387437727,1.54602972841044,34.7843059954394,9.82333369728115,116.616842301044,19.6953266150286,7.29536276317348,55.1321633233752,2.06904309167126,0.66197296469157,3.9309109769974
"Heniochus acuminatus","Chaetodontidae","Butterflyfishes","Longfin bannerfish","Kitatange","Yes",80,"Planktivore",12.1817172203236,13.6783221432426,21.0606794381027,"S3","Mobile Inverts","Sed","Day","Pair","Bottom",94.8066290248909,47.2089190462082,167.86375393251,0.899978304367882,0.509057771378138,1.78892208595978,57.3244106161697,14.7625732167468,207.346216078514,30.038678292737,11.2718912503031,71.5618804044116,1.56747460346367,0.987360423718116,2.43140751711493
"Arothron immaculatus","Tetraodontidae","Puffers","Immaculate puffer",NA,"Yes",0,NA,16.4716087191905,16.9924569711277,29.0515601006601,"S4","Mobile Inverts","Mob","Day","Sol","Bottom",63.6257233095363,20.5549590241782,135.208274732028,0.896995506737368,0.484251887288805,1.78701753089602,35.4331334694358,8.56363102539934,141.317845215578,33.7400300812364,14.7687648817767,84.3592015483106,1.60022167456009,0.978437325765662,2.64417860632146
"Epinephelus malabaricus","Serranidae","Groupers","Malabar grouper","Tewa","No",200,NA,46.9257865604373,57.8473307490967,88.9446920056838,"S6","Carnivorous","Mob","Both","Sol","Bottom",23.75468110555,9.79989187456378,59.9471795796321,0.690670116071343,0.28472648110533,1.90508048566768,36.1136245110486,6.84671406239402,194.74359836355,70.1938454489856,25.3889199178986,205.210040177571,1.11453039150773,0.600986139300881,1.99716127270928
"Centropyge multispinis","Pomacanthidae","Angelfishes","Many-spined angelfish",NA,"No",160,NA,22.8367591418258,27.0233260621573,38.7336634231468,"S2","Herbivorous detritivorous","Sed","Day","Pair","Bottom",74.5158713027178,44.8116070424584,119.264350696789,0.682788862455843,0.44357550122137,1.09454602312612,86.8601711714242,26.0870244818191,274.456107730271,23.6629272022031,13.0486604908338,44.2742577206858,1.51704878010451,1.00694812728304,2.25376492314962
"Cheilodipterus artus","Apogonidae","Cardinalfishes","Lined cardinalfish",NA,"Yes",NA,NA,8.54066058484466,9.10306900496929,13.5489743253233,"S3","Carnivorous","Sed","Night","SmallG","Low",76.200458278981,43.2761005541726,127.478393023684,0.775254023714979,0.489692701360448,1.33395867978167,120.801735986269,39.6598428515467,366.040951954443,27.9731422011987,13.732610107958,53.3523622453471,1.04987909885144,0.69793050287732,1.59458827972528
"Platax orbicularis","Ephippidae","Spadefishe","Orbicular batfish","Kivigwi","No",NA,NA,23.174369448648,27.5955427026966,42.5650326951497,"S5","Omnivorous","VMob","Day","MedG","Low",40.2869499129757,21.2575912419293,74.6684308661661,0.614713112651801,0.352484129299052,1.26630505234404,57.1676336544849,13.8305334184866,213.21903340755,32.416484976913,15.2999720909811,74.9140397125001,1.26152192349178,0.807665241635063,1.99387420006543
"Upeneus tragula","Mullidae","Goatfishes","Freckled goatfish","Mkundaji","No",160,"Invert-Micro",10.4827221646595,11.5701718090196,19.7521320049446,"S4","Mobile Inverts","Mob","Both","MedG","Bottom",98.1833147749344,48.0720369791399,207.995704854913,0.907988651754351,0.438617540689626,1.84727326624934,78.7253418351718,21.7160018115735,325.778998793816,34.6922238650796,14.9792339631169,78.2027372421656,1.59206245344189,0.837052024339295,2.48316744513067
"Mulloidichthys flavolineatus","Mullidae","Goatfishes","Yellow-stripe goatfish","Mkundaji","No",160,NA,16.4653524478075,18.9864653058904,32.470545019267,"S4","Mobile Inverts","Mob","Day","MedG","Bottom",44.3934908045769,25.3746145403132,83.3054120683555,0.491215945898979,0.270896025088396,0.807477853729244,86.8299758561065,31.3615605100932,288.541714417152,38.954418773753,22.0188183700415,61.9060445341836,1.02872607656702,0.551731065746781,1.45152846063465
"Lactoria fornasini","Ostraciidae","Trunkfishes","Thornback cowfish",NA,"Yes",0,NA,19.0749683029736,20.4815368358386,35.6931336014697,"S3","Mobile Inverts","VMob","Both","Sol","Bottom",63.9538086535357,24.9523937642642,133.275617814981,0.667707603685817,0.419517747734115,1.30266644117783,57.6495788132718,17.789086618047,184.226895769814,30.0560256973992,15.6057099110462,61.669278144122,1.2872261696957,0.840557585125999,1.9924204537428
"Kyphosus vaigiensis","Kyphosidae","Rudderfishes","Lowfin rudderfish",NA,"Yes",NA,NA,30.7640684206087,35.7977114127609,51.2399538015441,"S5","Macroalgal herbivorous","VMob","Day","MedG","Low",24.4644329908361,13.2371085529727,44.0938649783183,0.507289600316008,0.319204152841587,0.858795965846681,24.5929093028838,5.79916506299121,99.5239895255347,38.314819821959,16.9704937136999,78.6669273098,1.10030320833979,0.700269794931736,1.70905298227276
"Carangoides ferdau","Carangidae","Jacks","Bar jack","Kolekole","No",NA,"Pisc-Macro-Invert",31.0898586580325,37.1789145720338,65.3385857348982,"S5","Carnivorous","VMob","Both","MedG","High",28.3256147814017,12.690774504563,66.3738371331406,1.46984924950399,0.633349108283008,3.36181356471362,125.770803095343,12.5280349864691,1061.82215434144,10.5603540367999,3.39565138356346,25.7357875923782,0.782332520239889,0.399940031315471,1.7347694444612
"Gymnothorax favagineus","Muraenidae","Moray eels","Honeycomb moray","Mkunga","Yes",NA,"Piscivore",67.2192311713158,85.8739026081476,148.48255534498,"S6","Carnivorous","Sed","Night","Sol","Bottom",18.0265428427443,8.00271791430704,36.5179439845413,0.329980411733906,0.185039595302882,0.679741737079529,65.5168798224772,14.2523095794659,294.409499725973,59.1953502725609,25.6158233625324,140.413968322331,0.861281526205963,0.519095869282266,1.40687657767631
"Aethaloperca rogaa","Serranidae","Groupers","Redmouth grouper","Hira","Yes",200,"Pisc-Macro-Invert",25.7848499965633,28.9420695182086,46.1205609167072,"S5","Carnivorous","Mob","Both","Sol","Bottom",31.255322862701,18.0873004142865,56.5215322534814,0.304948217528507,0.160547314695296,0.623440693597084,118.795883962049,33.5853135575794,454.701398913388,59.0254328690548,33.8162963535146,103.533261663036,0.570999439349311,0.319216403754834,2.68440895855302
"Lutjanus bohar","Lutjanidae","Snappers","Twinspot snapper","Changu mwekundu","No",200,"Pisc-Macro-Invert",33.9696644535155,48.7436481332142,71.0308749872104,"S6","Carnivorous","Mob","Night","MedG","Low",20.944936399279,10.1903709043505,39.0638725355366,0.275758684998116,0.159531354808072,0.511820941435344,303.913256075304,51.4364907420999,1161.86443708888,67.8962138488842,33.9548770319396,137.410785579452,0.542696511704794,0.356464030650974,0.923004741688213
"Siganus argenteus","Siganidae","Rabbitfishes","Forktail rabbitfish","Tafi","No",200,"Browser",21.7723659347528,22.8683005570703,31.9408327607877,"S4","Herbivorous detritivorous","VMob","Day","LargeG","Bottom",37.6443906946181,18.4372050220421,83.7211882356262,0.787653887789251,0.385204877191951,1.43194387956363,17.7817637073565,5.61340472100414,58.1778311866813,22.0803243271247,10.6561083238966,49.1810901142847,1.39242387671423,0.663278839867386,2.83827850799834
"Lutjanus russellii","Lutjanidae","Snappers","Russel's snappers","Chembeu","No",200,NA,31.2464676143118,43.8039645478617,62.4384528390117,NA,NA,NA,NA,NA,NA,32.9919800820559,16.4054887251089,64.1312100774032,0.466127286691423,0.257948876283649,0.866982670709418,320.660035496162,52.6797411919855,1476.34503464006,65.6173188279645,28.7056303510824,153.124242518594,0.586509556559023,0.376784247540456,1.03485843101707
"Lethrinus obsoletus","Lethrinidae","Emperors","Orange-stripe emperor","Changu","No",200,"Pisc-Macro-Invert",24.36808846215,28.9284316406226,42.6832200443944,"S4","Mobile Inverts","Mob","Night","SmallG","Bottom",42.2129626810017,28.9059225161011,62.6898229073551,0.855200811125536,0.601656628915904,1.20988346926671,16.8985945495843,4.33284855347961,97.3613031169168,53.6878214028755,33.9037174060442,83.9236062889219,1.94635948765377,1.38231763850287,2.63285390999564
"Scarus globiceps","Scaridae","Parrotfishes","Violet-lined parrotfish","Pono","No",120,"Scrapers/Excavators",21.2019595515219,29.6403145749041,35.7955865289913,"S3","Omnivorous","Mob","Day","Sol","Bottom",42.3321228227377,24.621662581289,74.7955036760922,0.759845035946734,0.470268214230166,1.1788102030486,21.5355305036362,6.30208672855535,75.6152912458683,21.0895119985904,12.0819008816985,40.9436076293336,2.40995669566084,1.64940127172398,3.46875405453976
"Parupeneus cyclostomus","Mullidae","Goatfishes","Yellowsaddle goatfish","Mkundaji","No",160,"Pisc-Macro-Invert",15.2181098203589,17.7442482601745,29.658715548923,"S5","Carnivorous","Mob","Day","Sol","Bottom",26.8470026283186,13.0838542943129,57.1099867205017,0.312269826040047,0.157202969507509,0.652180669055823,459.934889278795,69.5260868435161,2019.11968940022,64.9709909842913,26.8588024939994,146.988120746911,0.41833397074303,0.245228643809449,0.858424973696954
