"TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","B.undulatus","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","PredatorMass_g","PredatorMassRatio","TotalCatch_g","LowNoCatch","CPUE_kgPerTrap","CPUE_DistFromMean","TotalValue_KSH","ValuePUE","MeanLLmat","MeanLLopt","MeanTrophLevel","MeanVulnerability","MTC_degC","FECount","FRic","FEve","FDiv","TotalCa_mg","CaPUE","CaConc_mgPer100g","CaPrice_KSHPermg","TotalFe_mg","FePUE","FeConc_mgPer100g","FePrice_KSHPermg","TotalOmega3_g","Omega3PUE","Omega3Conc_gPer100g","Omega3Price_KSHPerg","TotalProtein_g","ProteinPUE","ProteinConc_gPer100g","ProteinPrice_KSHPerg","TotalVA_ug","VAPUE","VAConc_ugPer100g","VAPrice_KSHPerug","TotalSe_ug","SePUE","SeConc_ugPer100g","SePrice_KSHPerug","TotalZn_ug","ZnPUE","ZnConc_ugPer100g","ZnPrice_KSHPerug"
"JLSOI9762D",2011-10-16,"Kenya","Bamburi",-4.00431,39.74108,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Gated","4","No",6000,1,0,0,0,0,0,0,6000,"Catch",2,0.2,240,80,0.92994190216272,0.892325219984598,2,26.01,27.5,48,0.344360355974606,0.444368,0.859479784421231,524.884662042871,174.96155401429,8.74807770071452,0.457243309541397,11.1604661446785,3.72015538155949,0.186007769077975,21.5044781184553,3.30423307089478,1.10141102363159,0.0550705511815796,72.6341014240284,218.384158384666,72.7947194615552,3.63973597307776,1.09898081333015,323.787459814892,107.929153271631,5.39645766358154,0.741226976910121,253.658565465715,84.5528551552384,4.22764275776192,0.946153738429301,20.4673550304702,6.8224516768234,0.34112258384117,11.7259899797852
"BLHBT2355I",2011-10-21,"Kenya","Bamburi",-4.00411,39.74136,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","5","Multiple","Multiple","No",1600,0.4,800,0.2,0,0,0,0,4000,"Catch",1.3333,0.7546,142,47,0.926581420039815,0.784007559981044,2.57400001335144,38.536,27.67,NA,NA,NA,NA,265.117490036574,88.3724966788579,6.62793725091434,0.534102823546142,5.83580031298877,1.94526677099626,0.145895007824719,24.2640241964483,1.42970456608567,0.476568188695224,0.0357426141521418,99.041440699655,149.296396171424,49.7654653904747,3.7324099042856,0.948448881762779,478.977425818912,159.659141939637,11.9744356454728,0.295629798748668,294.314881653353,98.1049605511178,7.35787204133384,0.481117363840194,14.1673489031062,4.72244963436875,0.354183722577656,9.99481278878886
"XJMWJ1280L",2011-10-23,"Kenya","Bamburi",-4.00411,39.74136,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","2","Gated","4","No",1070,0.3333,0,0,1070,0.3333,0,0,3210,"Catch",1.07,0.572,58,19,1.16500422764249,1.09372145679811,2.39,29.5466666666667,27.9242990654206,48,0.344360355974606,0.444368,0.859479784421231,569.73379283393,189.911264277977,17.7487162876614,0.101801930532329,6.68096026209645,2.22698675403215,0.208129603180575,8.68138676547073,1.72602144800172,0.575340482667242,0.0537701385670319,33.6032904267491,194.735252397408,64.9117507991362,6.06651876627441,0.297840269216566,537.841086735989,179.28036224533,16.7551740416196,0.107838544563388,445.459430778128,148.486476926043,13.8772408342096,0.130202653693257,14.0485207054678,4.68284023515592,0.43764862010803,4.12854856507604
"SZSRM3660X",2011-10-24,"Kenya","Bamburi",-4.00604,39.73997,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Traditional","0","No",710,0.2,710,0.2,1420,0.4,0,0,3550,"Catch",1.1833,0.571,112,37,0.888286800479806,0.805748707085175,2.59800001335144,31.904,27.630985915493,41,0.269736939820039,0.473803,0.826188977386661,388.925157508185,129.641719169395,10.9556382396672,0.289001618512257,6.36638849583372,2.12212949861124,0.179334887206584,17.6552216493789,1.28477183157793,0.428257277192644,0.0361907558190966,87.4863514574044,132.576053939277,44.1920179797589,3.73453673068385,0.847815247627465,186.381676930473,62.1272256434912,5.25018808254855,0.603063572831405,179.088282014878,59.6960940049594,5.04474033844727,0.627623419776075,15.2229490919388,5.07431636397958,0.428815467378556,7.38358903528889
"RNUYV9595G",2011-10-25,"Kenya","Bamburi",-4.00615,39.74057,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Multiple","Multiple","No",4260,0.5,1420,0.1667,2840,0.3333,0,0,8520,"Catch",2.84,0.4774,226,75,1.0134274395731,0.90755174910718,2.13,23.9566666666667,27.7971830985915,NA,NA,NA,NA,706.606607914037,235.535535971346,8.29350478772343,0.32040458929241,12.9307897553337,4.3102632517779,0.151769832809081,17.5085980271711,2.66469851219744,0.888232837399148,0.0312758041337728,84.9627073996072,263.688131995356,87.8960439984521,3.09493112670606,0.858590025598827,331.780728787019,110.59357626234,3.89414000923731,0.682378391378281,302.065548245976,100.688516081992,3.54537028457719,0.749506195971873,28.0973237314985,9.36577457716617,0.32978079497064,8.05770692481271
"ULSAG9124R",2011-10-29,"Kenya","Bamburi",-4.00615,39.74057,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","4","Gated","4","No",3180,0.5,1060,0.1667,1060,0.1667,0,0,6360,"Catch",2.12,0.152,190,63,0.957382975177116,0.879579245665691,2.245,31.4033333333333,27.6150943396226,48,0.344360355974606,0.444368,0.859479784421231,498.204853053877,166.068284351292,7.8334096392119,0.382172110193013,9.30934932015834,3.10311644005278,0.146373416983622,20.4525572574348,2.39131452333475,0.797104841111583,0.0375992849580936,79.6214793754869,195.030861876726,65.0102872922421,3.06652298548312,0.976255748284324,315.316185383025,105.105395127675,4.9578016569658,0.603838333794108,233.468357120008,77.8227857066693,3.67088611823912,0.815528075618959,18.605250664743,6.20175022158098,0.292535387810424,10.2336702380909
"IZANC1412R",2011-10-30,"Kenya","Bamburi",-4.00591,39.7303,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Traditional","0","No",510,0.5,0,0,510,0.5,0,0,1020,"Catch",0.34,0.8768,86,29,0.8556186712371,0.83210542674055,2.39,21.135,27.5392156862745,41,0.269736939820039,0.473803,0.826188977386661,322.174183972951,107.39139465765,31.5857043110736,0.266936347721829,4.83874914026141,1.61291638008714,0.474387170613864,17.773188381358,1.11539230600298,0.371797435334327,0.109352186863037,77.1029166483869,94.4616781447565,31.4872260482522,9.26094883772122,0.910422106499214,136.691194268094,45.5637314226979,13.4010974772641,0.629155378007214,106.185495718656,35.3951652395521,10.4103427175153,0.809903456380345,9.98559474843226,3.32853158281075,0.97897987729728,8.61240638806237
"RTEWZ4728B",2011-11-01,"Kenya","Bamburi",-4.0051,39.74218,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Gated","4","No",6160,0.6667,3080,0.3333,0,0,0,0,9240,"Catch",3.08,0.2319,270,90,1.02287019425075,0.890970263021765,2,28.28,27.6987012987013,48,0.344360355974606,0.444368,0.859479784421231,616.175343005209,205.391781001736,6.66856431823819,0.437537793520117,13.9750992479938,4.65836641599793,0.151245662857076,19.2914551242777,3.53838056553509,1.1794601885117,0.0382941619646655,76.1930479231054,280.512755544095,93.5042518480315,3.0358523327283,0.961097114735736,375.580604686181,125.193534895394,4.06472515894135,0.717821944573699,332.985166047016,110.995055349005,3.6037355632794,0.809645676414106,29.1884927739206,9.72949759130687,0.315892778938535,9.23651666731085
"CQGXY1747Q",2011-11-03,"Kenya","Bamburi",-4.00512,39.74176,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","2","Multiple","Multiple","No",6600,1,0,0,0,0,0,0,6600,"Catch",2.2,0.5951,214,71,1.09961105521472,0.949113610429947,2.108,25.49,27.8287878787879,NA,NA,NA,NA,623.52347370557,207.841157901857,9.4473253591753,0.343852331213501,11.4883980174284,3.82946600580948,0.174066636627704,18.6623060651925,2.59288832387562,0.864296107958541,0.0392861867253882,82.6877108534831,243.553916685739,81.1846388952462,3.69021085887483,0.880297894271368,346.045258682843,115.348419560948,5.24310998004307,0.619572135783839,387.568356975407,129.189452325136,5.87224783296072,0.553192736561836,22.0917089551465,7.36390298504885,0.334722862956766,9.70499839714994
"LEEMX0026S",2011-11-05,"Kenya","Bamburi",-4.0051,39.74218,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","2","Gated","4","No",2640,0.5,1320,0.25,1320,0.25,0,0,5280,"Catch",1.76,0.296,154,51,1.06308185407291,0.96785985168362,2.195,24.455,27.7085106382979,48,0.344360355974606,0.444368,0.859479784421231,482.438786383041,160.812928794347,9.13709822695154,0.32004060278315,8.5334378981547,2.8444792993849,0.161618142010506,18.0935282875133,1.88088204645011,0.626960682150038,0.0356227660312522,82.0891455109623,174.397189282756,58.1323964275854,3.30297706974917,0.885335369423104,223.37315444959,74.4577181498635,4.23055216760588,0.691220036626399,203.250698493193,67.7502328310642,3.84944504721956,0.759652985916658,17.9754440663656,5.99181468878854,0.34044401640844,8.58949572705703
"QJCZD6604W",2011-11-06,"Kenya","Bamburi",-4.0051,39.74218,"Mbaru","VTSZT8517P",1,6,3,"Kenyatta","<20","1","Gated","4","No",3270,0.75,1090,0.25,0,0,0,0,4360,"Catch",1.4533,0.4187,200,67,1.02652011333821,0.92138046375407,2,26.8925,27.6688073394495,48,0.344360355974606,0.444368,0.859479784421231,447.686663435703,149.228887811901,10.268042739351,0.445847545397489,9.81910521577176,3.27303507192392,0.225208835224123,20.3277178127592,2.56379396989577,0.854597989965256,0.058802613988435,77.8533697885696,200.123215873058,66.7077386243527,4.58998201543711,0.997385531354893,263.431341280346,87.8104470934488,6.04200324037492,0.757692683907279,236.857908484437,78.9526361614789,5.43252083679901,0.842699326685624,19.2766997558442,6.42556658528139,0.442126141189086,10.3544695164683
"SAUGV6552Y",2011-11-07,"Kenya","Bamburi",-4.02765,39.72918,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Gated","4","No",2910,0.75,0,0,970,0.25,0,0,3880,"Catch",1.2933,0.4827,175,58,1.05668839358234,1.02816280074068,2.195,23.5725,27.5247422680412,48,0.344360355974606,0.444368,0.859479784421231,543.199611610331,181.066537203444,13.999989989957,0.321796990026927,9.13603803480944,3.04534601160315,0.235464897804367,19.1330201706681,2.32423363335385,0.774744544451284,0.0599029286946869,75.2075856280269,178.5052876918,59.5017625639332,4.60065174463401,0.979242700652111,260.626025299822,86.8753417666073,6.71716560051088,0.67069280513683,203.097400226326,67.6991334087753,5.23446907799809,0.860670790493665,18.0888079488757,6.02960264962522,0.46620639043494,9.66343390310941
"QMHDW8469R",2011-11-12,"Kenya","Bamburi",-4.02765,39.72918,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","5","Gated","4","No",2000,0.5,0,0,1000,0.25,0,0,4000,"Catch",1.3333,0.4667,167,56,0.890490834908946,0.790342510903573,2.4975,30.1725,27.75,48,0.344360355974606,0.444368,0.859479784421231,419.526767284443,139.842255761481,10.4881691821111,0.39854429571269,8.03926969497072,2.67975656499024,0.200981742374268,20.7979090569133,1.89078572517324,0.63026190839108,0.047269643129331,88.4288461531942,187.708613866822,62.5695379556073,4.69271534667055,0.89074228697159,383.154792765615,127.718264255205,9.57886981914037,0.436377159197589,260.094791432429,86.6982638108096,6.50236978581072,0.642842553974933,16.8385671842786,5.61285572809288,0.420964179606966,9.92958594221167
"EMBAA4215J",2011-11-15,"Kenya","Bamburi",-4.02765,39.72918,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","4","Gated","4","No",5520,0.6667,1380,0.1667,0,0,0,0,8280,"Catch",2.76,0.1039,246,82,1.08008342098778,0.980868674940399,2.18833335240682,24.185,27.6594202898551,48,0.344360355974606,0.444368,0.859479784421231,640.715114967816,213.571704989272,7.7381052532345,0.383321688941795,12.4269957110616,4.14233190368719,0.150084489264029,19.7634251842049,3.26443148141881,1.0881438271396,0.039425500983319,75.2351523988047,254.172017363211,84.7240057877371,3.06971035462816,0.966274740027884,353.385226297642,117.795075432547,4.26793751567201,0.694992268276492,312.516909913089,104.172303304363,3.77435881537547,0.785877474816647,23.5067731782062,7.83559105940205,0.28389822678993,10.4480524884506
"PGCDZ2010L",2011-11-19,"Kenya","Bamburi",-4.02765,39.72918,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","4","Gated","4","No",4000,0.8,1000,0.2,0,0,0,0,5000,"Catch",1.6667,0.3334,184,61,0.945379417789566,0.85518274931163,2,28.028,27.6,48,0.344360355974606,0.444368,0.859479784421231,414.628829809158,138.209609936386,8.29257659618317,0.443770396006206,9.2672956125702,3.0890985375234,0.185345912251404,19.8547675279098,2.53543158562536,0.845143861875119,0.0507086317125071,72.571471083341,180.88825857718,60.2960861923932,3.61776517154359,1.01720256166595,261.665378699007,87.2217928996689,5.23330757398013,0.703188174587113,212.371207285553,70.7904024285175,4.24742414571105,0.866407468092391,18.7994676942141,6.26648923140471,0.375989353884283,9.78751116749062
"IYMQR5902N",2011-11-20,"Kenya","Bamburi",-4.02736,39.72918,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","1","Multiple","Multiple","No",12720,0.75,4240,0.25,0,0,0,0,16960,"Catch",5.6533,0.0404,382,127,1.02517497453387,0.908949550904105,2,26.8925,27.6962264150943,NA,NA,NA,NA,861.542075181461,287.180691727154,5.07984714140012,0.443855281147421,18.9971475941415,6.33238253138049,0.112011483456023,20.1293377389945,4.84823252898584,1.61607750966195,0.028586276703926,78.8741046791315,389.785729567836,129.928576522612,2.29826491490469,0.981051821532757,502.670978773901,167.556992924634,2.963861903148,0.760736179623375,462.71585691813,154.23861897271,2.72827745824369,0.826425103619605,37.708862787078,12.569620929026,0.222339992848337,10.1408520898445
"TMXNJ4637B",2011-11-22,"Kenya","Bamburi",-4.02711,39.72781,"Mbaru","VTSZT8517P",1,6,3,"Reef","<20","2","Gated","4","No",8520,1,0,0,0,0,0,0,8520,"Catch",2.84,0.1359,284,95,0.924503645424926,0.887106943844337,2,26.01,27.5,48,0.344360355974606,0.444368,0.859479784421231,621.113516750731,207.03783891691,7.29006475059543,0.457243309541397,13.2065516045362,4.40218386817873,0.155006474231646,21.5044781184553,3.91000913389215,1.30333637796405,0.0458921259846497,72.6341014240284,258.421254088521,86.140418029507,3.03311331089813,1.09898081333015,383.148494114289,127.716164704763,4.49704805298462,0.741226976910121,300.162635801096,100.054211933699,3.52303563146827,0.946153738429301,24.2197034527231,8.07323448424102,0.284268819867642,11.7259899797852
"HOGZR8452H",2012-12-05,"Kenya","Bamburi",-4.02226,39.73288,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","13","Gated","4","No",11520,0.5,11520,0.5,0,0,0,0,23040,"Catch",7.68,2.0718,1091,364,1.15471436019207,0.948728109053302,2,29.415,27.5795138888889,48,0.344360355974606,0.444368,0.859479784421231,2429.63165919222,809.877219730741,10.5452762985774,0.449121576051075,53.1276674270735,17.7092224756912,0.230588834318895,20.5392040126334,14.8204558585301,4.94015195284336,0.0643248952193145,73.6279646467115,1047.48446826542,349.161489421807,4.54637356017978,1.04173382332529,1499.10927912844,499.703093042812,6.50655069066162,0.727898903163624,1227.32665002676,409.108883342253,5.32693858518558,0.889086862064154,103.376584851603,34.458861617201,0.448683093973971,10.5555818231606
"KARQL2918Y",2012-12-07,"Kenya","Bamburi",-4.02226,39.73288,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","No",1640,0.6667,0,0,0,0,820,0.333333333333333,2460,"Catch",0.82,0.672,164,55,0.96827388269921,0.893257234997952,2.47666666666667,26.4566666666667,27.9878048780488,48,0.344360355974606,0.444368,0.859479784421231,432.127305054808,144.042435018269,17.5661506119841,0.379517790432612,8.91115863619823,2.97038621206608,0.362242220983668,18.40389187258,2.21245661181507,0.737485537271689,0.0899372606428889,74.1257474267289,153.277092213775,51.0923640712582,6.230776106251,1.06995766706789,189.601840471177,63.2006134903923,7.70739188907223,0.864970506575495,288.429906930232,96.1433023100774,11.7247929646436,0.568595683247471,18.5052960386996,6.16843201289987,0.752247806451204,8.86232782534423
"PVXWW9209X",2012-12-09,"Kenya","Bamburi",-4.02226,39.73288,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","No",640,0.3333,640,0.3333,0,0,640,0.333333333333333,1920,"Catch",0.64,0.744,110,37,0.377251582521235,0.311794638766917,2.47666666666667,29.82,27.984375,48,0.344360355974606,0.444368,0.859479784421231,291.613985336397,97.2046617787988,15.1882284029373,0.378582665960434,6.55826653703444,2.18608884567815,0.34157638213721,16.8337165585712,1.49963407369671,0.499878024565571,0.0781059413383705,73.6179591651019,117.287115712902,39.0957052376341,6.10870394338033,0.941279861210325,147.886928438699,49.2956428128996,7.70244418951555,0.746516282172717,193.92082151658,64.6402738388602,10.1000427873219,0.569304518909336,15.0932300858945,5.03107669529815,0.786105733640337,7.31453766832691
"NLEAZ8558R",2012-12-16,"Kenya","Bamburi",-4.0223,39.73337,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","6","Gated","4","No",2310,1,0,0,0,0,0,0,2310,"Catch",0.77,0.692,154,51,0.906376122965614,0.869712690043468,2,26.01,27.5,48,0.344360355974606,0.444368,0.859479784421231,336.800991477509,112.26699715917,14.5801295011909,0.457243309541397,7.16129910950202,2.38709970316734,0.310012948463291,21.5044781184553,2.12021622049081,0.706738740163605,0.0917842519692993,72.6341014240284,140.129834963494,46.7099449878312,6.06622662179627,1.09898081333015,207.763620047889,69.2545400159631,8.99409610596923,0.741226976910121,162.764246173834,54.2547487246113,7.04607126293653,0.946153738429301,13.133219477885,4.37773982596168,0.568537639735283,11.7259899797852
"UUDRX0728X",2012-12-17,"Kenya","Bamburi",-4.02226,39.73288,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Gated","4","No",0,0,0,0,0,0,800,1,800,"LowNoCatch",0.2667,0.8933,80,27,0.798158038809983,0.692892923136006,3.43,27.35,28.5,48,0.344360355974606,0.444368,0.859479784421231,248.417673339803,82.8058911132676,31.0522091674754,0.322038279017977,5.00499548556076,1.66833182852025,0.625624435695095,15.9840304013854,1.0559750370019,0.351991679000632,0.131996879625237,75.7593666486042,76.8426367791416,25.6142122597139,9.6053295973927,1.04108868921213,76.2762295359644,25.4254098453215,9.53452869199555,1.04881954032979,199.649409017232,66.549803005744,24.956176127154,0.400702413264319,11.341721778035,3.78057392601168,1.41771522225438,7.05360275676415
"JLYCR2892V",2012-12-19,"Kenya","Bamburi",-4.00444,39.74162,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","No",0,0,0,0,2040,1,0,0,2040,"Catch",0.68,0.728,82,27,1.03971433253251,0.952428959994721,2.52,17.4766666666667,27.8573529411765,48,0.344360355974606,0.444368,0.859479784421231,511.975052638997,170.658350879666,25.0968163058332,0.159382765975391,6.44297423804732,2.14765807934911,0.315832070492515,12.6649582917983,0.795387557229319,0.265129185743106,0.0389895861386921,102.591496759452,128.899500974041,42.9665003246804,6.31860298892358,0.63305132590415,161.768998855743,53.9229996185811,7.92985288508546,0.504422977067234,138.653449060085,46.2178163533616,6.79673769902376,0.588517635537786,15.9200268249711,5.3066756083237,0.780393471812309,5.12561950410835
"UMPZH3541F",2012-12-21,"Kenya","Bamburi",-4.00444,39.74162,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","No",850,0.25,850,0.25,0,0,0,0,3400,"Catch",1.1333,0.5467,140,47,1.1534586273075,1.00128683520759,2.36,29.9575,27.7811764705882,48,0.344360355974606,0.444368,0.859479784421231,281.792656985126,93.9308856617087,8.28801932309195,0.49539970804622,5.5426133141472,1.8475377713824,0.163018038651388,25.1866749649807,1.55376225886061,0.517920752953537,0.0456988899664886,89.8464351311828,153.895759219614,51.2985864065379,4.5263458594004,0.907107516853579,867.886955646679,289.295651882226,25.5260869307847,0.160850441513989,336.389475599637,112.129825199879,9.89380810587167,0.414995147369441,11.9903640423217,3.99678801410722,0.352657765950637,11.6426823662119
"GKXLA3127A",2012-12-26,"Kenya","Bamburi",-4.0039,39.74234,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Multiple","Multiple","No",0,0,640,0.5,640,0.5,0,0,1280,"Catch",0.4267,0.9215,77,26,1.09610095304511,0.804843335847879,2,24.725,28.3,NA,NA,NA,NA,251.957252414912,83.9857508049708,19.684160344915,0.304813611292796,5.48133109387721,1.82711036462574,0.428228991709157,14.0111952160284,0.576303933053619,0.192101311017873,0.045023744769814,133.263015563794,120.872605465755,40.290868488585,9.44317230201211,0.635379701662496,109.099981287904,36.3666604293015,8.52343603811754,0.703941458957102,139.448911051136,46.4829703503787,10.89444617587,0.550739331136385,14.1190482695046,4.70634942316821,1.10305064605505,5.43946012040191
"DJDAB3148E",2012-01-03,"Kenya","Bamburi",-4.06325,39.71305,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","7","Gated","4","No",2680,0.4,0,0,1340,0.2,1340,0.2,6700,"Catch",2.2333,0.1067,252,84,1.14989559940035,1.06226763232022,2.876,31.342,27.9701492537313,48,0.344360355974606,0.444368,0.859479784421231,549.763044883777,183.254348294592,8.20541858035488,0.458379300582625,8.73378757829858,2.91126252609953,0.130355038482068,28.8534610832717,2.56688072102791,0.855626907009303,0.0383116525526554,98.1736307166958,247.552440494147,82.5174801647156,3.69481254468876,1.01796613071952,1587.44726093293,529.149086977643,23.6932427004915,0.158745431235241,497.031138662022,165.677046220674,7.41837520391078,0.507010487669583,14.9804191858651,4.99347306195504,0.223588346057688,16.8219591770687
"VYFPJ3106Y",2012-01-04,"Kenya","Bamburi",-4.06325,39.71305,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Gated","4","Yes",0,0,0,0,0,0,480,0.333333333333333,1440,"Catch",0.48,0.808,58,19,1.54836382906209,1.44736562870628,3.33333333333333,18.77,28.0583333333333,48,0.344360355974606,0.444368,0.859479784421231,356.400454312349,118.80015143745,24.7500315494687,0.1616159556001,3.36219853405974,1.12073284468658,0.233486009309704,17.1316474671262,0.65860232966698,0.219534109888993,0.0457362728935403,87.4579353965013,91.1961546586012,30.3987182195337,6.33306629573619,0.631605578279363,234.472077191955,78.157359063985,16.2827831383302,0.245658249331091,152.677361949477,50.8924539831591,10.6025945798248,0.377266146496954,5.68122393941431,1.8937413131381,0.394529440237105,10.1386603686561
"JQZBN0377V",2012-01-06,"Kenya","Bamburi",-4.06325,39.71305,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","Yes",3400,0.6667,0,0,0,0,0,0,5100,"Catch",1.7,0.32,304,101,1.35203861153698,1.31729250836965,2.45666662851969,27.2633333333333,27.7647058823529,48,0.344360355974606,0.444368,0.859479784421231,878.707937890389,292.902645963463,17.2295674096155,0.345962505732959,13.0716831027117,4.35722770090389,0.256307511817876,23.2563777450309,3.36565836401558,1.12188612133853,0.0659933012552075,90.3240813893232,313.911264671086,104.637088223695,6.15512283668796,0.96842654027892,706.072366917062,235.357455639021,13.84455621406,0.430550768227004,459.208275124022,153.069425041341,9.00408382596121,0.662008976031402,23.9025228989879,7.96750763299597,0.468676919587998,12.7183227178447
"CFKLF4179G",2012-01-14,"Kenya","Bamburi",-4.06297,39.71379,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Multiple","Multiple","No",550,0.5,0,0,0,0,0,0,1100,"Catch",0.3667,0.9325,92,31,1.5229906467938,1.41489336754813,2.56500005722046,18.77,27.6363636363636,NA,NA,NA,NA,318.556906241964,106.185635413988,28.9597187492695,0.288802402953148,4.95178624786318,1.65059541595439,0.45016238616938,18.5791541465871,1.32074345844302,0.440247819481005,0.120067587131183,69.6577366421,101.970092698391,33.9900308994638,9.27000842712648,0.902225324753985,158.032690120168,52.6775633733892,14.3666081927425,0.582158032809816,135.259757778922,45.0865859263073,12.2963416162656,0.68017273955474,8.59738539328418,2.86579513109473,0.781580490298562,10.7009277578583
"THYZQ4351G",2012-01-15,"Kenya","Bamburi",-4.06297,39.71379,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Multiple","Multiple","No",1920,0.5,0,0,0,0,960,0.25,3840,"Catch",1.28,0.7644,176,59,1.13324484447869,1.04425460481819,2.64000002861023,22.725,27.8802083333333,NA,NA,NA,NA,542.586619337771,180.862206445924,14.1298598785878,0.325109381088861,9.75036591220009,3.25012197073336,0.253915778963544,18.091628723316,2.44143899423318,0.813812998077727,0.0635791404748225,72.2524709471205,179.370304342841,59.7901014476138,4.67110167559483,0.983440378530194,243.636365505616,81.2121218352053,6.34469701837542,0.724029845191291,305.715572117474,101.905190705825,7.96134302389255,0.577006917829546,19.0843156929166,6.36143856430554,0.496987387836371,9.24319230715057
"NYIRP4453Y",2012-01-16,"Kenya","Bamburi",-4.06398,39.71272,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","1","Multiple","Multiple","Yes",2820,0.5,0,0,0,0,1410,0.25,5640,"Catch",1.88,0.654,266,89,1.1276276526355,1.06783614487918,2.69999997138977,27.285,27.8758865248227,NA,NA,NA,NA,737.394702268213,245.798234089404,13.0743741536917,0.360729469823676,12.9562175751688,4.31873919172295,0.229720169772497,20.5306833153065,3.26039428647911,1.08679809549304,0.0578084093347361,81.5852245549271,261.955898759869,87.3186329199564,4.64460813404024,1.01543809953995,464.280365650632,154.760121883544,8.23192137678426,0.572929677151506,437.385089453586,145.795029817862,7.75505477754585,0.608159734782699,25.5140303376303,8.5046767792101,0.452376424426069,10.4256362667908
"CZEPE5094M",2012-01-21,"Kenya","Bamburi",-4.06398,39.71272,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","5","Gated","4","No",2720,0.6667,0,0,0,0,1360,0.333333333333333,4080,"Catch",1.36,0.456,272,91,1.20292384202859,1.11649496480125,2.47666666666667,26.4566666666667,27.7941176470588,48,0.344360355974606,0.444368,0.859479784421231,668.3254029741,222.7751343247,16.3805245826985,0.406987372901851,13.9333684013035,4.64445613376785,0.34150412748293,19.5214819680324,3.69936149371772,1.23312049790591,0.0906706248460225,73.526201876165,251.549963486874,83.849987828958,6.16544028154103,1.08129612196979,335.306197387878,111.768732462626,8.21828915166368,0.811198844873581,402.576261389804,134.192087129935,9.86706523014226,0.675648382895159,27.7156058024112,9.2385352674704,0.679304063784588,9.81396553043544
"QBQFT1728G",2012-01-23,"Kenya","Bamburi",-4.06297,39.71379,"Mbaru","VTSZT8517P",1,6,3,"Nyali","<20","2","Gated","4","No",1020,0.3333,0,0,1020,0.3333,1020,0.333333333333333,3060,"Catch",1.02,0.592,151,50,1.19830745990119,1.05769999452739,2.82666666666667,22.7733333333333,28.1529411764706,48,0.344360355974606,0.444368,0.859479784421231,670.864549940333,223.621516646778,21.9236781026253,0.225380816460562,10.2585075302939,3.41950251009796,0.335245344127251,14.7389861101626,1.72001852642278,0.573339508807593,0.0562097557654503,87.9060298928636,193.561847495131,64.5206158317103,6.3255505717363,0.781145674918212,239.008047182295,79.6693490607651,7.81072049615344,0.6326146829888,387.119811273595,129.039937091198,12.6509742246273,0.390576755817698,22.8651501415072,7.62171671383572,0.747227128807424,6.61268345338902
