"","TripID","Date","Country","Site","Latitude","Longitude","Observer","Fisher","TotalCrew","TrapsOwned","TrapsFished","TrapLocation","Depth_m","SoakTime_Days","TrapType","GapSize_cm","B.undulatus","BrowserMass_g","BrowserMassRatio","ScraperMass_g","ScraperMassRatio","GrazerMass_g","GrazerMassRatio","PredatorMass_g","PredatorMassRatio","TotalCatch_g","LowNoCatch","CPUE_kgPerTrap","CPUE_DistFromMean","TotalValue_KSH","ValuePUE","MeanLLmat","MeanTrophLevel","MeanVulnerability","MTC_degC","FECount","FRic","FEve","FDiv","TotalCa_mg","CaPUE","CaConc_mgPer100g","CaPrice_KSHPermg","TotalFe_mg","FePUE","FeConc_mgPer100g","FePrice_KSHPermg","TotalOmega3_g","Omega3PUE","Omega3Conc_gPer100g","Omega3Price_KSHPerg","TotalProtein_g","ProteinPUE","ProteinConc_gPer100g","ProteinPrice_KSHPerg","TotalVA_ug","VAPUE","VAConc_ugPer100g","VAPrice_KSHPerug","TotalSe_ug","SePUE","SeConc_ugPer100g","SePrice_KSHPerug","TotalZn_ug","ZnPUE","ZnConc_ugPer100g","ZnPrice_KSHPerug"
"891","HLXOE1046T",2012-03-01,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,4,NA,"Kichwani",NA,"1","Traditional","0","No",38220,0.5,0,0,0,0,0,0,76440,"Catch",NA,NA,0,NA,1.1287694163318,NA,NA,NA,NA,NA,NA,NA,1846.97298229325,NA,2.4162388570032,0,38.4182790378219,NA,0.0502593917292281,0,7.92135454576703,NA,0.0103628395418198,0,1179.66317073626,NA,1.54325375554195,0,2030.70008169829,NA,2.65659351347238,0,1908.02301600055,NA,2.49610546310904,0,91.8628611626772,NA,0.12017642747603,0
"892","GXWTY3672B",2012-03-01,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,9,NA,"Mtokomele",NA,"1","Multiple","Multiple","No",32490,0.4737,0,0,0,0,0,0,68590,"Catch",NA,NA,0,NA,0.899158582178577,NA,NA,NA,NA,NA,NA,NA,1680.07610531401,NA,2.44944759485932,0,28.4247317057318,NA,0.0414415099952351,0,6.6568610095859,NA,0.00970529378857836,0,672.908871284085,NA,0.981059733611437,0,1213.25423194461,NA,1.7688500247042,0,948.793815936486,NA,1.38328300909241,0,62.0941092280155,NA,0.09052939091415,0
"893","SOPQU2516C",2012-03-03,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,4,NA,"Lindini",NA,"1","Traditional","0","No",3720,0.0833,0,0,0,0,0,0,44640,"Catch",NA,NA,0,NA,1.01143580071771,NA,NA,NA,NA,NA,NA,NA,1241.18010677504,NA,2.78042138614479,0,24.558829364071,NA,0.0550152987546393,0,6.88429324282389,NA,0.0154218038593725,0,675.878053354421,NA,1.51406373959324,0,1737.47056011022,NA,3.89218315436877,0,1269.08948761368,NA,2.84294240056829,0,53.0584493777995,NA,0.118858533552418,0
"894","UUKQJ2314Y",2012-03-03,"Kenya","Mpunguti Ya Chini",-4.67885,3940402,"Ines","OOMEW4983Z",1,4,NA,"Vilangoni",NA,"1","Traditional","0","No",2390,0.1111,0,0,2390,0.1111,0,0,21510,"Catch",NA,NA,0,NA,1.08284376629032,NA,NA,NA,NA,NA,NA,NA,835.35709855326,NA,3.88357553953166,0,14.9523563667624,NA,0.0695135117004294,0,3.60707441051738,NA,0.0167692906114244,0,439.501805225182,NA,2.04324409681628,0,2538.5834985323,NA,11.8018758648642,0,950.316555961446,NA,4.41802211046697,0,31.5992881575488,NA,0.146905105334955,0
"895","FBTBJ6298Z",2012-03-03,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,4,NA,"Kichwani",NA,"1","Traditional","0","No",75960,0.375,0,0,0,0,0,0,202560,"Catch",NA,NA,0,NA,1.02356492655977,NA,NA,NA,NA,NA,NA,NA,3485.31077127055,NA,1.72063130493214,0,63.7035165951531,NA,0.0314492084296767,0,27.0991900652396,NA,0.0133783521254145,0,2361.16003048044,NA,1.16565957270954,0,6861.52259984527,NA,3.38740254731698,0,6041.12036781601,NA,2.98238564761849,0,133.918663888155,NA,0.0661130844629517,0
"896","VIZGC2713V",2012-03-03,"Kenya","Mpunguti Ya Juu",-4.70779,NA,"Ines","JZMEK0798C",1,10,NA,"Kijambani",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,9300,"Catch",NA,NA,0,NA,0.992437575800359,NA,NA,NA,NA,NA,NA,NA,959.79075688733,NA,10.3203307192186,0,12.9424755005651,NA,0.139166403231883,0,2.94731903486357,NA,0.0316916025254147,0,284.834592794835,NA,3.06273755693371,0,725.960468224141,NA,7.80602654004452,0,340.143276121751,NA,3.65745458195431,0,29.2403049241426,NA,0.31441188090476,0
"897","CQJJJ6387N",2012-03-03,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","No",2110,0.1667,0,0,0,0,0,0,12660,"Catch",NA,NA,0,NA,1.2974274097161,NA,NA,NA,NA,NA,NA,NA,961.778140355907,NA,7.59698373108932,0,19.0712868468598,NA,0.150642076199524,0,3.72309917798239,NA,0.029408366334774,0,381.062129396814,NA,3.00996942651512,0,527.056420971677,NA,4.16316288287265,0,457.980804536467,NA,3.61754189997209,0,48.6251356605875,NA,0.384084799846663,0
"898","RFFHV7652C",2012-03-05,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,4,NA,"Lindini",NA,"1","Traditional","0","No",27520,0.8,0,0,0,0,0,0,34400,"Catch",NA,NA,0,NA,1.03880392390694,NA,NA,NA,NA,NA,NA,NA,1441.69772900898,NA,4.19098177037493,0,27.992080240908,NA,0.0813723262817094,0,8.08200014416445,NA,0.0234941864655943,0,627.836896493335,NA,1.82510725724807,0,2010.15981727784,NA,5.84348784092396,0,1022.47314774243,NA,2.97230566204195,0,52.3894213325499,NA,0.152294829455087,0
"899","EFLOV3850Z",2012-03-05,"Kenya","Mpunguti Ya Chini",-4.68398,39.39542,"Ines","TXIJR5872L",1,6,NA,"Masoni",NA,"1","Traditional","0","No",9570,0.2,0,0,0,0,0,0,47850,"Catch",NA,NA,0,NA,0.909334369258945,NA,NA,NA,NA,NA,NA,NA,1245.61126016104,NA,2.60315832844522,0,25.6973913449562,NA,0.053704057147244,0,6.17384065905319,NA,0.0129024883156806,0,578.197479161312,NA,1.2083541884249,0,1517.53077712867,NA,3.17143318104216,0,923.082460816179,NA,1.92911695050403,0,58.651685402687,NA,0.122574055178029,0
"900","VFKBU6832N",2012-03-05,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,4,NA,"Kichwani",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,82800,"Catch",NA,NA,0,NA,0.913509421569335,NA,NA,NA,NA,NA,NA,NA,1585.41411949991,NA,1.91475135205303,0,29.9029807960698,NA,0.0361147111063645,0,6.14152362453632,NA,0.00741729906344966,0,1080.8079102168,NA,1.30532356306377,0,2719.04467993795,NA,3.28387038639849,0,2733.53892392223,NA,3.30137551198337,0,47.2009024049503,NA,0.0570059207789255,0
"901","DNKYC4067C",2012-03-05,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Multiple","Multiple","No",297620,0.6389,0,0,0,0,0,0,465840,"Catch",NA,NA,0,NA,0.913291586531439,NA,NA,NA,NA,NA,NA,NA,5421.7684950597,NA,1.16386924589123,0,113.830289553901,NA,0.0244354906306673,0,29.7268566472793,NA,0.00638134480664591,0,2402.4717350886,NA,0.515728948799717,0,3678.78068114903,NA,0.789709059151002,0,3593.46053184564,NA,0.771393725709607,0,219.304974509411,NA,0.0470773172139384,0
"902","JWITW7354N",2012-03-06,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,4,NA,"Lindini",NA,"1","Traditional","0","No",187920,0.75,0,0,0,0,0,0,250560,"Catch",NA,NA,0,NA,0.822581223419577,NA,NA,NA,NA,NA,NA,NA,3282.83252390317,NA,1.31019816567017,0,65.7378224812031,NA,0.0262363595470958,0,17.4045658502346,NA,0.00694626670267982,0,1270.36899734617,NA,0.507011892299717,0,1808.20936954746,NA,0.721667213261279,0,1460.99143347378,NA,0.583090450779767,0,128.918180609696,NA,0.0514520197197063,0
"903","QQIER0916A",2012-03-06,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,4,NA,"Kichwani",NA,"1","Traditional","0","No",90700,0.303,0,0,18140,0.0606,0,0,299310,"Catch",NA,NA,0,NA,1.03283994227581,NA,NA,NA,NA,NA,NA,NA,3830.3322347014,NA,1.27972076933661,0,61.1634399197103,NA,0.020434813377338,0,18.4442888668021,NA,0.0061622695088043,0,1681.85297405321,NA,0.56191005113535,0,5050.99909597648,NA,1.68754772509321,0,3383.33776936554,NA,1.13037912845062,0,136.000313518335,NA,0.0454379451132054,0
"904","JHPDA7062F",2012-03-07,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,4,NA,"Lindini",NA,"1","Traditional","0","No",57460,1,0,0,0,0,0,0,57460,"Catch",NA,NA,0,NA,0.758746187712026,NA,NA,NA,NA,NA,NA,NA,1493.31233963314,NA,2.59887285004028,0,31.1810824123332,NA,0.0542657194784776,0,8.97086893868417,NA,0.0156123719782182,0,616.190006050982,NA,1.07238079716495,0,908.736523495751,NA,1.58151152714193,0,749.485798630513,NA,1.30436094436219,0,57.5134645471027,NA,0.100093046549082,0
"905","FRHFU3545U",2012-03-07,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","No",61100,0.9091,0,0,0,0,0,0,67210,"Catch",NA,NA,0,NA,1.05504048642949,NA,NA,NA,NA,NA,NA,NA,2666.44312843743,NA,3.96733094545073,0,56.9116580371631,NA,0.0846773665186179,0,16.697021586165,NA,0.0248430614286043,0,1113.33426985633,NA,1.656500922268,0,1652.59301108182,NA,2.45884989001908,0,1281.49883828787,NA,1.90670858248455,0,103.404216983976,NA,0.153852428186246,0
"906","JGLIP0413V",2012-03-08,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","No",7110,0.3333,0,0,0,0,0,0,21330,"Catch",NA,NA,0,NA,1.25575742626661,NA,NA,NA,NA,NA,NA,NA,1290.63003187179,NA,6.05077370779086,0,20.2140656242282,NA,0.0947682401510932,0,5.53759581554192,NA,0.0259615368754896,0,438.110378543882,NA,2.05396333119495,0,1690.90235937827,NA,7.92734345700081,0,596.196615978277,NA,2.79510837308147,0,34.8251201888268,NA,0.163268261550993,0
"907","EXATJ8717R",2012-03-11,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","Yes",2440,0.6667,0,0,0,0,0,0,3660,"Catch",NA,NA,0,NA,0.983621436419195,NA,NA,NA,NA,NA,NA,NA,577.171836038697,NA,15.7697222961393,0,10.4639145715501,NA,0.28589930523361,0,2.93547233200811,NA,0.0802041620767244,0,223.48475548913,NA,6.10614086035875,0,408.893145254766,NA,11.1719438594198,0,290.062881342516,NA,7.92521533722721,0,19.1674331132243,NA,0.523700358284817,0
"908","XWLBF6597E",2012-03-12,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","No",13360,0.4444,0,0,0,0,0,0,30060,"Catch",NA,NA,0,NA,0.972264104155263,NA,NA,NA,NA,NA,NA,NA,1202.17731619827,NA,3.9992592022564,0,24.0201485493698,NA,0.0799073471369588,0,6.1505663967597,NA,0.0204609660570848,0,625.264754521902,NA,2.08005573693247,0,2654.04366280093,NA,8.82915390153336,0,1349.38465333486,NA,4.48897090264424,0,42.9810196526425,NA,0.14298409731418,0
"909","DFKBU8832I",2012-03-13,"Kenya","Mpunguti Ya Juu",-4.711,39.3997,"Ines","VECUH1858E",1,2,NA,"Mtokomele",NA,"1","Gated","3","No",2210,0.2,0,0,0,0,0,0,11050,"Catch",NA,NA,0,NA,1.15098431463153,NA,NA,NA,NA,NA,NA,NA,910.751205957386,NA,8.24209236160531,0,17.8610125982642,NA,0.161638123061215,0,4.24019206545043,NA,0.0383727788728546,0,419.470753841693,NA,3.79611541938184,0,913.395607426377,NA,8.2660235966188,0,803.433104477475,NA,7.27088782332556,0,34.7016780726606,NA,0.314042335499191,0
"910","TFRIU0128R",2012-03-15,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",6160,0.0625,0,0,0,0,0,0,98560,"Catch",NA,NA,0,NA,0.991501852410576,NA,NA,NA,NA,NA,NA,NA,2108.34363503336,NA,2.13914735697379,0,42.5824746418032,NA,0.0432046211868944,0,9.0453066705219,NA,0.00917746212512368,0,1090.07600841142,NA,1.10600244359925,0,3860.43313798537,NA,3.9168355701962,0,2092.88651990145,NA,2.12346440736754,0,99.398203536572,NA,0.100850450016814,0
"911","UQABS8098Z",2012-03-15,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,8,NA,"Majimbani",NA,"1","Multiple","Multiple","No",164780,0.4667,0,0,0,0,0,0,353100,"Catch",NA,NA,0,NA,1.09803929550406,NA,NA,NA,NA,NA,NA,NA,4507.84814951261,NA,1.2766491502443,0,96.1660606967225,NA,0.0272347948730452,0,22.5096834964802,NA,0.00637487496360244,0,2118.60531200893,NA,0.60000150439222,0,7029.63101344003,NA,1.99083291233079,0,3274.5104970675,NA,0.927360661871283,0,231.756524410496,NA,0.065634812917161,0
"912","FJNOI2980L",2012-03-17,"Kenya","Mpunguti Ya Chini",-4.67866,39.40657,"Ines","YTAGZ7536Z",1,2,NA,"Kijamba cha kasa",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,29260,"Catch",NA,NA,0,NA,0.966819743523855,NA,NA,NA,NA,NA,NA,NA,509.844999179455,NA,1.74246411202821,0,13.0183133323117,NA,0.0444918432409832,0,2.6595891223726,NA,0.00908950486115039,0,363.192377577403,NA,1.24125898010049,0,1651.54887986854,NA,5.64439125040513,0,1122.5199821804,NA,3.83636357546274,0,22.761857500164,NA,0.0777917207797811,0
"913","JQBWO6100H",2012-03-17,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,5,NA,"Lindini",NA,"1","Traditional","0","No",17760,0.4286,0,0,0,0,0,0,41440,"Catch",NA,NA,0,NA,0.760540866248648,NA,NA,NA,NA,NA,NA,NA,1046.17339659528,NA,2.52454970220869,0,19.9382026732564,NA,0.0481134234393254,0,5.63867526566491,NA,0.0136068418572995,0,513.89194185484,NA,1.24008673227519,0,1840.25853837794,NA,4.44077832620159,0,764.491946227561,NA,1.84481647255686,0,38.1638912989645,NA,0.0920943322851459,0
"914","TQUGD3161V",2012-03-17,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",21300,0.2,0,0,0,0,0,0,106500,"Catch",NA,NA,0,NA,1.24616931640554,NA,NA,NA,NA,NA,NA,NA,2432.88149331384,NA,2.28439576836981,0,43.9168741701442,NA,0.0412365015682105,0,9.90672687708515,NA,0.0093020909643992,0,1347.78081303434,NA,1.26552189017309,0,8748.44899730475,NA,8.21450610075564,0,2626.14208543024,NA,2.46586111308004,0,91.9211966142334,NA,0.0863109827363693,0
"915","LIFDZ9372T",2012-03-17,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,1,NA,"Majimbani",NA,"1","Gated","3","No",0,0,0,0,0,0,0,0,1280,"Catch",NA,NA,0,NA,1.07758957527854,NA,NA,NA,NA,NA,NA,NA,227.964070954128,NA,17.8096930432913,0,5.47536257989445,NA,0.427762701554254,0,0.854829475276952,NA,0.0667835527560119,0,129.831167162191,NA,10.1430599345462,0,146.986437527814,NA,11.4833154318604,0,356.927405538743,NA,27.8849535577143,0,9.28225689935727,NA,0.725176320262287,0
"916","LYKVY3638D",2012-03-18,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,5,NA,"Lindini",NA,"1","Traditional","0","No",33440,0.6471,0,0,0,0,0,0,51680,"Catch",NA,NA,0,NA,0.81503224348197,NA,NA,NA,NA,NA,NA,NA,1322.50344848762,NA,2.55902370063394,0,26.6655315931386,NA,0.0515973908535963,0,6.69055742703479,NA,0.0129461250523119,0,558.874016795445,NA,1.08141257119862,0,722.253390541201,NA,1.39754913030418,0,625.898920742314,NA,1.21110472279859,0,55.7427301292422,NA,0.107861319909524,0
"917","OEOQM2585P",2012-03-18,"Kenya","Mpunguti Ya Chini",-4.67866,39.40657,"Ines","YTAGZ7536Z",1,3,NA,"Kijamba cha kasa",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,23400,"Catch",NA,NA,0,NA,1.07465283664056,NA,NA,NA,NA,NA,NA,NA,1135.65819593869,NA,4.85324015358416,0,14.5020406541294,NA,0.0619745327099548,0,3.11115651720173,NA,0.0132955406718023,0,381.159690234785,NA,1.62888756510592,0,1085.1191700611,NA,4.63726141051752,0,850.129250927147,NA,3.63303098686815,0,28.0594699871369,NA,0.119912264902294,0
"918","XZBDF1105O",2012-03-18,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",49700,0.625,0,0,0,0,0,0,79520,"Catch",NA,NA,0,NA,1.29224529734112,NA,NA,NA,NA,NA,NA,NA,2630.68456043,NA,3.3082049301182,0,48.4101862556439,NA,0.0608780008245019,0,24.1552374421162,NA,0.0303763046304278,0,1762.84564966803,NA,2.21685821135315,0,22333.5812063615,NA,28.0854894446196,0,5232.10514399419,NA,6.57960908449973,0,107.927916311622,NA,0.135724240834535,0
"919","DLOYP6014R",2012-03-18,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,2,NA,"Majimbani",NA,"1","Gated","3","No",42210,0.5385,0,0,0,0,0,0,78390,"Catch",NA,NA,0,NA,1.02685388076848,NA,NA,NA,NA,NA,NA,NA,2267.52855426811,NA,2.89262476625604,0,52.0613674279042,NA,0.0664132764739178,0,10.5273594509524,NA,0.0134294673439883,0,1126.29375138907,NA,1.43678243575592,0,1248.79140896498,NA,1.59304937997829,0,1528.12538779331,NA,1.94938817169704,0,118.557946764981,NA,0.15124116183822,0
"920","WAISY1389M",2012-03-19,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",17430,0.3,0,0,0,0,0,0,58100,"Catch",NA,NA,0,NA,1.0690233385152,NA,NA,NA,NA,NA,NA,NA,1915.23042195641,NA,3.29643790353943,0,32.4857016810327,NA,0.0559134280224315,0,8.32544343199475,NA,0.014329506767633,0,1121.63254805668,NA,1.93052073675848,0,4018.85251457068,NA,6.91712997344351,0,2556.67571716584,NA,4.40047455622347,0,52.833813079684,NA,0.0909359949736386,0
"921","PAEVO8420I",2012-03-19,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,8,NA,"Majimbani",NA,"1","Multiple","Multiple","No",8790,0.3,0,0,0,0,0,0,29300,"Catch",NA,NA,0,NA,1.05126498385951,NA,NA,NA,NA,NA,NA,NA,1187.01365097048,NA,4.05124112959209,0,21.8864096424487,NA,0.0746976438308829,0,4.00078147829392,NA,0.0136545442945185,0,557.707100538368,NA,1.90343720320262,0,793.30447191141,NA,2.70752379491949,0,672.376226121703,NA,2.29479940655871,0,45.0249285601326,NA,0.153668698157449,0
"922","IQSRK0734S",2012-03-19,"Kenya","Mpunguti Ya Juu",-4.70779,NA,"Ines","JZMEK0798C",1,1,NA,"Kijambani",NA,"1","Gated","3","No",3900,0.4,0,0,0,0,0,0,9750,"Catch",NA,NA,0,NA,1.11311450851323,NA,NA,NA,NA,NA,NA,NA,371.793302280367,NA,3.813264638773,0,7.90533018581392,NA,0.0810803095980915,0,2.34049842521713,NA,0.0240051120535091,0,154.688778855805,NA,1.58655157800825,0,229.349450702215,NA,2.35230205848426,0,179.674817204882,NA,1.84281863799879,0,14.4977098132497,NA,0.148694459623074,0
"923","INZRN3709O",2012-03-20,"Kenya","Mpunguti Ya Chini",-4.68155,39.4052,"Ines","GQISF0270D",1,5,NA,"Lindini",NA,"1","Traditional","0","No",24120,0.75,0,0,0,0,0,0,32160,"Catch",NA,NA,0,NA,0.605154037980314,NA,NA,NA,NA,NA,NA,NA,809.069289653459,NA,2.51576271658414,0,16.9452189020819,NA,0.0526903572825931,0,4.36513655594959,NA,0.013573185808301,0,376.698083348772,NA,1.17132488603474,0,550.14096660328,NA,1.71063733396542,0,593.541606900065,NA,1.84558957369423,0,35.7366609765241,NA,0.111121458260336,0
"924","AGUNS0590F",2012-03-20,"Kenya","Mpunguti Ya Chini",-4.67866,39.40657,"Ines","YTAGZ7536Z",1,2,NA,"Kijamba cha kasa",NA,"1","Traditional","0","No",0,0,0,0,0,0,0,0,700,"LowNoCatch",NA,NA,0,NA,0.665391513430332,NA,NA,NA,NA,NA,NA,NA,120.838654359849,NA,17.2626649085499,0,2.73000188471612,NA,0.39000026924516,0,0.61553031033577,NA,0.0879329014765386,0,68.9635684843634,NA,9.85193835490905,0,176.372764560452,NA,25.1961092229218,0,218.271107728748,NA,31.1815868183925,0,4.56207452834688,NA,0.651724932620983,0
"925","HBKPY3292F",2012-03-20,"Kenya","Mpunguti Ya Chini",-4.68398,39.39542,"Ines","TXIJR5872L",1,5,NA,"Masoni",NA,"1","Traditional","0","Yes",43420,0.9286,0,0,0,0,0,0,46760,"Catch",NA,NA,0,NA,0.813090689912882,NA,NA,NA,NA,NA,NA,NA,1497.56679138897,NA,3.20266636310729,0,30.3753022399461,NA,0.0649600133446237,0,8.62032636774345,NA,0.0184352574160467,0,609.726596877988,NA,1.30394909511974,0,933.185607717428,NA,1.9956920609868,0,760.70666488125,NA,1.62683204636709,0,56.0751409226937,NA,0.119921173915085,0
"926","ZGPUQ3924A",2012-03-20,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,2,NA,"Majimbani",NA,"1","Gated","3","No",6180,0.6,0,0,0,0,0,0,10300,"Catch",NA,NA,0,NA,0.885158985465246,NA,NA,NA,NA,NA,NA,NA,680.530326048911,NA,6.60709054416419,0,15.3846970198227,NA,0.149365990483716,0,3.30907075263575,NA,0.0321269005110267,0,401.403293508838,NA,3.89711935445474,0,540.554983293281,NA,5.24810663391535,0,745.449059745162,NA,7.23736951208895,0,38.2670366737228,NA,0.371524627900221,0
"927","GMWIK4221V",2012-03-20,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",53480,0.5,0,0,0,0,0,0,106960,"Catch",NA,NA,0,NA,1.08537330177363,NA,NA,NA,NA,NA,NA,NA,2482.5515717329,NA,2.32100932286172,0,47.6392092412121,NA,0.0445392756555835,0,12.2116052524327,NA,0.0114169832202998,0,1462.76430858343,NA,1.36758069239289,0,4231.32075475167,NA,3.95598425088974,0,3072.71695527991,NA,2.872772022513,0,73.0237493051503,NA,0.0682720169270291,0
"928","YVZQY7950A",2012-03-21,"Kenya","Mpunguti Ya Juu",-4.69283,39.41849,"Ines","MQXYD3979F",1,5,NA,"Kichwani",NA,"1","Traditional","0","No",4340,0.3333,0,0,0,0,0,0,13020,"Catch",NA,NA,0,NA,0.924232797169876,NA,NA,NA,NA,NA,NA,NA,619.395327233201,NA,4.75726057782797,0,16.3417283530917,NA,0.125512506552164,0,2.99027419056589,NA,0.0229667756571881,0,346.504880558947,NA,2.66132780767241,0,424.232135057311,NA,3.25831132916521,0,532.694874724568,NA,4.09135848482771,0,39.5975088791251,NA,0.304128332404955,0
"929","AHWKV4296Z",2012-03-21,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,1,NA,"Majimbani",NA,"1","Gated","3","No",0,0,0,0,0,0,0,0,1200,"Catch",NA,NA,0,NA,0.954830470757833,NA,NA,NA,NA,NA,NA,NA,249.069948921602,NA,20.7558290768002,0,5.56768530971552,NA,0.463973775809627,0,1.34832000026911,NA,0.112360000022426,0,226.005043164661,NA,18.8337535970551,0,1198.89253276462,NA,99.9077110637182,0,578.096339188842,NA,48.1746949324035,0,13.2233754971885,NA,1.10194795809904,0
"930","ULPPD5392R",2012-03-21,"Kenya","Mpunguti Ya Juu",-4.70633,39.40121,"Ines","JZMEK0798C",1,1,NA,"Kivindani",NA,"1","Gated","3","No",56870,0.7333,0,0,0,0,0,0,77550,"Catch",NA,NA,0,NA,0.981616806379534,NA,NA,NA,NA,NA,NA,NA,1980.25252165727,NA,2.55351711367797,0,44.1276366399881,NA,0.0569021749064965,0,11.0812464208893,NA,0.0142891636633002,0,946.288080333068,NA,1.22022963292465,0,1302.26036453686,NA,1.67925256548917,0,1250.48223909169,NA,1.61248515679135,0,91.6967100243875,NA,0.118242050321583,0
"931","DBRXY2903T",2012-03-22,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,1,NA,"Majimbani",NA,"1","Gated","3","No",380,0.5,0,0,0,0,0,0,760,"LowNoCatch",NA,NA,0,NA,0.555933691543209,NA,NA,NA,NA,NA,NA,NA,87.4807770071452,NA,11.5106285535717,0,1.86007769077975,NA,0.244747064576282,0,0.550705511815796,NA,0.07246125155471,0,36.3973597307776,NA,4.78912628036547,0,53.9645766358154,NA,7.10060218892308,0,42.2764275776192,NA,5.56268783916042,0,3.4112258384117,NA,0.448845505054171,0
"932","MAOAQ3595L",2012-03-22,"Kenya","Mpunguti Ya Juu",-4.70633,39.40121,"Ines","JZMEK0798C",1,1,NA,"Kivindani",NA,"1","Gated","3","No",5800,0.6667,0,0,0,0,0,0,8700,"Catch",NA,NA,0,NA,0.88682540101894,NA,NA,NA,NA,NA,NA,NA,484.340590001738,NA,5.56713321841079,0,9.21999009714546,NA,0.105976897668339,0,2.89869431129706,NA,0.0333183254172076,0,218.519696858478,NA,2.51172065354572,0,734.802307285786,NA,8.44600353202052,0,407.660540225265,NA,4.68575333592259,0,16.6655236233556,NA,0.191557742797191,0
"933","JJXBD7547S",2012-03-23,"Kenya","Mpunguti Ya Juu",-4.70227,39.4189,"Ines","VECUH1858E",1,1,NA,"Majimbani",NA,"1","Gated","3","No",1600,0.6667,0,0,0,0,0,0,2400,"Catch",NA,NA,0,NA,0.82761385258661,NA,NA,NA,NA,NA,NA,NA,296.051138672876,NA,12.3354641113698,0,7.23367644155604,NA,0.301403185064835,0,1.77125287829772,NA,0.0738022032624052,0,152.262095628811,NA,6.34425398453379,0,198.688340908825,NA,8.27868087120103,0,283.783758379248,NA,11.824323265802,0,13.010226415746,NA,0.542092767322752,0
