"Species","Family","FishGroups","EnglishName","KiswahiliName","Bycatch","Price_KSHPerkg","FunGr_Diet","TrophLevel","SE_TrophLevel","Vulnerability","Lmat_cm","Lopt_cm","Linf_cm","SizeCategory","Diet","Mobility","Active","Schooling","Position","TempPrefMin_degC","TempPrefMean_degC","TempPrefMax_degC","Calcium_mgPer100g","Calicum_L95","Calcium_U95","Iron_mgPer100g","Iron_L95","Iron_U95","Omega3_gPer100g","Omega3_L95","Omega3_U95","Protein_gPer100g","Protein_L95","Protein_U95","VitaminA_ugPer100g","VitaminA_L95","VitaminA_U95","Selenium_ugPer100g","Selenium_L95","Selenium_U95","Zinc_ugPer100g","Zinc_L95","Zinc_U95"
"Abudefduf sexfasciatus","Pomacentridae","Damselfishes","Scissor tail sergeant","Kitange","Yes",80,"Grazer",2.7,0.3,29.65,9.37397437684798,10.8978335141451,16.808610056174,"S3","Planktivorous","Sed","Day","MedG","Low",24.7,28.4,29.3,64.5625974493083,39.4336813656781,100.857959118488,0.6737061190239,0.447485842854757,1.06884525171077,0.127683564372463,0.0815835345627286,0.192770223233748,18.6384456341625,17.5435939896951,19.7181045084386,60.7896924433603,18.5182069295141,190.91976450051,26.7046902074469,15.0026294854975,48.2319442209114,1.42079412243779,0.964151903637624,2.08001775017745
"Parupeneus barberinus","Mullidae","Goatfishes","Dash and dot goatfish","Mkundaji","No",160,"Invert-Micro",3.44,0.38,39.67,16.8473532885066,20.0300481109126,33.8376683272644,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",24.6,27.9,29,24.2535432159254,12.0932950644742,50.3060114854261,0.265164434046633,0.145879321940883,0.546844478600857,0.11249910054634,0.0641999396296479,0.200839488908336,18.2760543826641,15.0833480921723,21.103496594543,217.337475238271,34.3235392879853,868.810767455402,66.8982689051403,31.9734536574332,146.657070314077,0.492957418282961,0.297653523731094,1.04947075264031
"Sargocentron tiereoides","Sargocentridae","Squirrelfishes","Pink squirrelfish",NA,"Yes",NA,"Predator",3.55,0.6,14.62,11.5243063904691,10.3877459253067,19.2874350001866,"S3","Mobile Inverts","Mob","Night","Sol","Low",26.6,28.5,29.3,86.7141621988222,32.4866248540744,283.179698073293,0.51786350471589,0.245420093128794,1.5502271292138,0.153608555408618,0.0654482625377526,0.364673032216378,19.1658833585667,17.9985234159667,20.3765012122079,61.0273055405401,23.5809510025201,161.827464375231,37.0787305679284,20.2209505592077,66.1941758050434,1.87802004642387,0.871755003360983,3.66054013413905
"Parupeneus rubescens","Mullidae","Goatfishes","Rosygoatfish","Mkundaji","No",160,"Predator",3.5,0.37,34.51,15.2181098203589,17.7442482601745,29.658715548923,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",NA,NA,NA,32.8350972145799,16.5917707734707,69.4690308207858,0.30406933428781,0.165064481410729,0.622425143289736,0.120969710053576,0.0690972605718407,0.215903454693229,18.3143394516398,15.1488031902911,21.122495388646,227.182869667051,36.8399667298936,898.2374080395,64.1693727898147,29.7396049084859,141.703918129198,0.535223530672786,0.322383597301417,1.11438706082817
"Pomacanthus chrysurus","Pomacentridae","Angelfishes","Ear-spot angelfish","Zebra kipepeo","Yes",80,"Predator",2.64,0,55.91,23.7917569896446,28.1696811958262,38.7523029292634,"S4","Sessile Inverts","Sed","Day","Sol","Bottom",26,27.5,28.9,36.6163374939445,21.0401542259636,59.5092117250791,0.502040472548738,0.320712913739499,0.817176316141457,0.11369126591989,0.0714828669383088,0.176642203517093,18.5202330164102,17.3354827011574,19.6725488188121,68.8327744468128,18.6004257868196,244.218383522002,27.8509136904895,14.8276354126832,52.8708894780369,1.23685017139273,0.806439660136915,1.85645561221736
"Lethrinus olivaceus","Lethrinidae","Emperors","Longface emperor","Changu","No",200,"Invert-Macro",4.19999980926514,0.5837,39.66,36.8443172628525,45.7548519656726,67.4555174632678,"S6","Carnivorous","VMob","Both","Sol","Bottom",23.3,27.1,28.4,25.7830653850043,15.8576191543991,39.3283274411455,0.861160738202225,0.562058345777947,1.28623123043797,0.131496366252745,0.0906306295629127,0.189040453627815,20.422898767289,18.1181000805219,22.359923647727,21.2589664397621,6.22640347368369,112.125391280974,59.3642298117333,34.3385221354035,97.998036120034,1.4940539399056,1.03614164434198,2.12730904299481
"Parupeneus indicus","Mullidae","Goatfishes","Indian goatfish","Mkundaji","No",160,"Invert-Micro",3.5,0.37,35.64,15.2181098203589,17.7442482601745,29.658715548923,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",26.2,28.2,29,40.0680467812721,17.0292839551879,92.0958433320318,0.382556633281519,0.17874001419354,0.875743276947099,0.239226631896882,0.107513035843567,0.533310271793999,17.1074813286376,13.8713785657219,20.0337981412818,294.042880323269,40.7193323427614,1443.07727997467,60.5897764278077,24.3696340053046,159.790152423135,0.695950044695501,0.390121649012499,1.50753357081058
"Lutjanus gibbus","Lutjanidae","Snappers","Humpback snappers","Chembeu","No",200,"Pisc-Macro-Invert",3.63000011444092,0.5149,35.26,26.6872675263058,36.9263646953375,51.7334456582407,"S5","Mobile Inverts","Mob","Both","MedG","Bottom",24.5,28,29.1,31.6837107733141,20.7277755068654,45.2252405183175,0.314214791058529,0.215868746370603,0.490080228381541,0.149351594572255,0.114176305900516,0.196304734362657,18.8504820188392,17.4806876150904,20.1659907520761,164.886647085469,33.259208155726,450.624299143202,73.1768125016199,52.3052874563055,100.136048439524,0.495189547474518,0.375283377954358,0.808651716567707
"Calotomus carolinus","Scaridae","Parrotfishes","Stareye parrotfish","Pono","No",120,"Browser",2,0,23.62,16.6009175810485,22.1568690603644,27.8269918063861,"S5","Herbivorous detritivorous","Mob","Day","Sol","Bottom",24.7,27.5,28.7,32.0208477300368,13.4116839957863,103.238136082445,0.680482554953769,0.304176343503337,1.79092646170465,0.0777106016469496,0.0393273521373782,0.150954055779375,19.0340810238902,16.9094088349372,20.8973053866829,11.7035246478845,3.54331094723067,40.9888029776182,19.1245034214043,6.62218597032923,53.7255699313091,1.94450866677568,0.829254233899578,3.4614924976246
"Naso fageni","Acanthuridae","Surgeonfishes","Horseface unicornfish","Togoo","Yes",120,NA,NA,NA,56.2,23.5045674039518,26.0292485858785,35.7258179475271,"S5","Planktivorous","VMob","Day","MedG","High",24.5,27.5,28.8,24.7790145235178,12.6550085808711,44.4784785672156,0.534404308305213,0.298806324966103,0.902393503879274,0.10818363236787,0.067939202674639,0.188619289259446,18.9394357460222,17.8146980612038,20.0055271070565,25.7961767089648,7.57762545618545,85.987321395211,43.01191641474,22.2793900601257,87.9048448003542,1.20140123057486,0.725096716894466,1.82612421741198
"Lethrinus borbonicus","Lethrinidae","Emperors","Snubnose emperors","Changu","No",200,"Predator",3.47000002861023,0.4083,20.63,17.9434965301883,20.5293503863508,30.0741031982197,"S4","Mobile Inverts","VMob","Night","SmallG","Bottom",25.5,27.2,29.2,61.2657614570275,40.7214270149822,101.639980946817,1.15021609534451,0.737328440380613,1.68098951719506,0.135425228172301,0.0946884069482194,0.196481150789687,20.4385833568709,18.1671711122926,22.4346555570639,12.1437493754096,2.90173225508261,69.8627597084233,52.2770667215647,30.8389734317024,89.3046688140859,2.30885949717645,1.59607134236992,3.2726636083441
"Scorpaenopsis diabolus","Scorpaenidae","Scorpionfishes","Devil scorpionfish",NA,"No",NA,"Predator",4.2,0.73,40.94,16.3429974242448,18.0144992748766,30.1629624142326,"S4","Carnivorous","Sed","Night","Sol","Bottom",24.6,27.7,29,51.1589945030536,26.1050160164028,122.369356528116,0.605256625908331,0.310935489703727,1.14552393749762,0.231973377429183,0.108638314310696,0.60915177021373,18.3087138502767,16.3009699709293,20.2739190377346,244.327859839129,89.3630551982004,663.215488109035,34.1966066721565,16.126046518866,75.6702849727502,1.03835720890522,0.694165563851373,1.57346845214828
"Balistapus undulatus","Balistidae","Triggerfishes","Orangestripped triggerfish","Kikande","Yes",160,"Pisc-Macro-Invert",3.36999988555908,0.4227,29.77,17.9156163216085,18.0594945289056,37.4401865011068,"S4","Mobile Inverts","Mob","Day","Sol","Bottom",25.1,28,29.1,58.7538699846454,22.9583692256632,124.134919445461,0.625708037732521,0.384924262192881,1.23558917613975,0.129204035194711,0.065269277627546,0.2580138246061,18.7024250831084,16.6221740142875,20.7261566270311,54.4682289304223,16.7633562724539,174.223418090652,32.2336183126161,16.8861734827978,67.6794673773124,1.1397355050379,0.74101997046775,1.7423733415907
"Anampses caeruleopunctatus","Labridae","Wrasses","Bluespotted wrasse","Pono","Yes",160,"Predator",3.37,0.42,40.08,15.0189624185831,17.4477716233074,28.2070269166555,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",24.7,28.2,29.3,42.0544599173849,25.998471055324,72.3091515437447,0.551812700708401,0.326923136980656,0.922350640920217,0.136181194825273,0.090855081704568,0.195440214085779,18.7669402544666,15.9373010738924,21.0650635715335,83.54906990139,28.9369926018535,255.800301309887,37.4087039219122,22.5142946677659,57.6906991889509,1.34704861306886,0.956311385571969,2.3620782521658
"Acanthurus leucosternon","Acanthuridae","Surgeonfishes","Powder blue surgeonfish","Togoo","Yes",120,"Grazer",2,0,37.16,14.8809426623574,14.927831687881,21.0220350879262,"S3","Herbivorous detritivorous","VMob","Day","LargeG","Bottom",25.8,27.5,29,44.3484522881305,13.9339318996542,102.673463574113,0.732586280356698,0.285532211542827,1.83559582617086,0.103051750029305,0.0489928671987112,0.211591534173946,18.6087222111375,17.4231638875312,19.738737275125,22.1405188755675,5.59861266729739,84.4228264903239,21.4378489447569,7.74738103189366,63.0338110691635,2.16887479319455,0.685342569914574,4.16493067693467
"Chlorurus sordidus","Scaridae","Parrotfishes","Blue–barred parrotfish","Kangu pono","No",120,"Grazer",2.62,0.29,18.82,19.8522578891439,26.1084396771661,30.5943171872139,"S4","Omnivorous","Mob","Day","SmallG","Bottom",24.6,27.5,28.8,56.4842181179171,20.2444243148849,149.691155424236,0.898639471238837,0.345136489059251,2.51425060708919,0.213402287382427,0.0874024731578249,0.526537995532218,17.9683106330688,15.775091516903,19.9147041860138,25.6108415220601,6.79113336197524,90.9122519708346,40.6269023532449,13.9673615702448,125.085380164619,2.85731868746474,1.17370657854118,5.39625381397374
"Papilloculiceps longiceps","Platycephalidae","Flatheads","Indian ocean crocodilefish",NA,"Yes",NA,NA,NA,NA,46.37,22.9343652021311,25.743019273935,40.101419459686,"S5","Carnivorous","Mob","Both","Sol","Bottom",24.7,28.1,29.2,50.7893796580777,21.4212864834309,111.944010748334,0.481629264584235,0.28506032211371,0.99444867056699,0.129974422712069,0.0611011153206997,0.3667912888618,18.088568030539,15.8293257352971,20.2006690405788,60.7106450491232,22.6258003951823,150.8017106908,50.8801381861071,26.1478922487483,126.083370474664,1.05088022187125,0.649307459816177,1.65608966549696
"Chlorurus atrilunula","Scaridae","Parrotfishes","Black crescent parrotfish","Pono","No",120,"Grazer",2,0,22.64,24.1074080167991,33.0882511492713,39.9974638101999,"S4","Omnivorous","Mob","Day","SmallG","Bottom",24.9,27.3,28.9,42.8213126928185,16.8442492632202,114.723352503375,0.692446104163387,0.285538500388964,1.84387953466505,0.102948796807828,0.0496235570986396,0.210338840229983,18.7334308702526,16.640426321114,20.5884572723347,25.8543135304596,8.08788751319743,81.8391388719446,37.0357904677519,13.3818060439831,108.785110339125,2.59431654566706,1.03549180278519,4.69377222086665
"Abudefduf vaigiensis","Pomacentridae","Butterflyfishes","Black-backed butterflyfish","Togoo","Yes",80,"Grazer",3.24,0.41,15.82,9.82490687129898,11.4660343593694,17.667481610867,"S3","Planktivorous","Sed","Day","MedG","Low",21.9,28.2,29.3,77.9509519423485,47.3640730685147,127.816844310299,0.82372059675123,0.548277909764902,1.30542798382689,0.126033570815074,0.0804318508196327,0.191928829093447,18.8196183115559,17.7380574274011,19.8611533534844,32.992004936578,10.2517647267713,107.379840791437,30.8769632431272,17.2821948874489,56.6057316866766,1.42882033345146,0.964543409710028,2.09004845793938
"Plectorhinchus gaterinus","Haemulidae","Sweetlips","Blackspotted sweetlips","Fute","No",160,"Pisc-Macro-Invert",3.99,0.66,40.85,31.6921391147686,35.6654952096118,58.913525511549,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",25,27.5,29.1,42.2328196576715,25.0911347473824,74.8833010917822,0.518329183710756,0.29420019955591,0.8911624116646,0.144220565509624,0.0803668994626734,0.225194927852944,19.6981634847335,17.7420017557105,21.6597724789857,81.6130611996357,33.241542247176,188.16752211662,39.4079016858334,22.2201139954053,67.1951102500915,1.00171288915791,0.612316494088538,1.43287474690436
"Scarus scaber","Scaridae","Parrotfishes","Green parrotfish","Pono","No",120,"Grazer",2,0,20.37,17.1061499462996,23.3378598191315,28.1389056077375,"S4","Omnivorous","Mob","Day","MedG","Bottom",25,28.5,29.3,47.5828412124207,31.4906409341694,74.5589811010025,0.929876233463618,0.634421260852303,1.40614416307548,0.0941671720127934,0.0652628995037527,0.135501873823843,18.8441358697643,16.7468908161092,20.6983747432219,18.9476968598084,6.01519497736321,61.6297237188238,20.3095244793644,13.5286216221205,31.7979391343068,2.37721211480021,1.73938609145092,3.15179124741337
"Lethrinus rubrioperculatus","Lethrinidae","Emperors","Redgill","Changu","No",200,"Predator",3.82999992370605,0.5687,31.11,28.1240612819642,33.5067055680813,49.2637152974988,"S4","Mobile Inverts","VMob","Both","MedG","Bottom",22.4,26.9,28.3,47.2831965115862,32.6086837902705,71.3112698245194,0.91130743227737,0.638471175428334,1.2916731556231,0.136398359395506,0.100603749154255,0.186577892846078,20.4673634306677,18.2139268265661,22.4525845078923,17.3451178282524,4.43297015673888,100.032293369877,51.3321025634543,32.6044794159004,79.8332379244937,2.07612422281835,1.48777411271029,2.80450941747077
"Cephalopholis boenak","Cephalopholidae","Groupers","Chocolate hind","Tewa chui","No",NA,"Predator",3.83,0.61,31.04,17.4045500758342,19.0056080991018,30.0510949055642,"S4","Carnivorous","Sed","Both","Sol","Bottom",24.7,28.1,29.1,60.3870119414024,34.0635736960132,104.220980122495,0.714399676461996,0.387144797842851,1.23237690490324,0.177051264984449,0.106504466694944,0.283565597411341,18.4586771855732,16.458732741482,20.3180638577046,155.587074743068,57.0562688782406,456.780934793452,36.9242162305629,20.9188636633238,63.1470901258933,0.883453999334536,0.618815092617723,1.48038627702201
"Cheilio inermis","Labridae","Wrasses","Cigar wrasse","Badu","No",160,"Invert-Micro",3.49,0.54,58.05,15.0189624185831,17.4477716233074,28.2070269166555,"S4","Carnivorous","VMob","Day","Sol","Bottom",24.4,27.7,29,41.3411416064669,23.0985895546728,70.1198787049417,0.462038401694386,0.266170480715579,0.839394079504203,0.0919513273439452,0.0555310968437417,0.151596681212619,18.3009476026732,15.457499921168,20.6733535959906,89.3787926420238,27.4242235886974,302.018286852041,39.842614840918,22.344109536182,71.2966675771063,1.38340458317368,0.90696819660303,2.45233690082891
"Abalistes stellatus","Balistidae","Triggerfishes","Starry triggerfish","Kikande","Yes",160,NA,NA,NA,43.83,17.9156163216085,18.0594945289056,37.4401865011068,"S5","Mobile Inverts","Sed","Day","Sol","Bottom",18.5,25,28.1,35.7696471858056,13.9142223091498,74.1973214375856,0.483780829334424,0.292613441649407,0.958248816625308,0.119209368059127,0.0607047970809897,0.2413295257435,18.8729055482207,16.7488282746812,20.8779021571964,49.4952320523566,15.2725168033704,162.121345560713,37.2874605416317,19.4681078187907,81.7794311482296,0.909991387026249,0.603403717193176,1.39546686372651
"Sufflamen chrysopterum","Balistidae","Triggerfishes","Haifmoon triggerfish","Kikande","Yes",160,"Invert-Micro",3.45,0.41,29.77,17.9156163216085,18.0594945289056,37.4401865011068,"S4","Mobile Inverts","Sed","Day","Sol","Bottom",24.8,28.4,29.3,59.0795705464967,23.3650752804099,125.769221903528,0.618753867618274,0.376605207778002,1.2309738486342,0.131226116406505,0.0663891816195559,0.263387496749319,18.7438022913444,16.6813085917231,20.7706056616644,57.1048719262627,17.5840837599423,183.744664159184,32.1137118786745,16.6528664488337,68.292396027614,1.12346499707676,0.731644452073648,1.71401366015068
"Diagramma pictum","Haemulidae","Sweetlips","Paintes sweetlips","Beha","No",160,"Pisc-Macro-Invert",3.39,0.48,44.59,32.4386564917484,37.0611090161207,65.5247109736805,"S6","Mobile Inverts","Mob","Day","MedG","Bottom",24.1,28,29.1,25.7592515143445,10.4917347868903,71.2948671632923,0.492523979933354,0.200070688781874,1.0439926466204,0.104438978234244,0.0503034262367365,0.209649918496913,19.9077632531528,17.8047608688428,21.9784458155955,37.9319759463945,16.1956393680231,85.4128554631714,47.6330020072105,17.3409272102671,127.774155897927,0.533775552162751,0.282825978907758,1.757889936383
"Monotaxis","Lethrinidae","Emperors","Bigeye emperor","Changu","Yes",200,NA,NA,NA,NA,32.4386564917484,37.0611090161207,65.5247109736805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parupeneus heptacanthus","Mullidae","Goatfishes","Redspot goatfish","Mkundaji","Yes",160,"Predator",3.86,0.6,38,17.1102136531475,20.3677473244317,34.3676731672256,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",23.2,27.2,28.1,40.7923716757316,17.2723851700372,93.9145933320563,0.364588545970251,0.171302354389021,0.847818173276788,0.243479636506171,0.107722354341475,0.536847188927133,16.8953994986602,13.6596435811679,19.8435819252791,408.276568247236,56.2636549725054,2135.45169232119,53.6549973963818,21.3345939453427,143.560468498825,0.748832320762016,0.419996726467357,1.61164078935811
"Cetoscarus bicolor","Scaridae","Parrotfishes","Bicolor parrotfish","Pono","No",120,"Grazer",2,0,27.92,31.949261388338,45.7332479290501,57.025864962105,"S6","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",24.9,27.9,29.1,42.9825485084053,23.4674911182174,82.0735263614547,0.777138282098231,0.458655858166283,1.2255042822696,0.101346110107775,0.0607926274812122,0.158518448967297,18.8654195312584,16.7663730625986,20.7455785583692,17.9174390389859,5.66127027318388,57.5239464085779,44.3469030975315,23.3752433051722,85.1105057820242,1.48473801260048,0.997511181964668,2.32930620547302
"Thalassoma hebraicum","Labridae","Wrasses","Goldbar wrasse",NA,"Yes",160,"Predator",3.5,0.37,30.69,10.945674657153,12.3020981019753,20.0809387319913,"S3","Mobile Inverts","Mob","Day","SmallG","Bottom",24.2,26.8,27.8,65.71767572448,40.939017128583,123.853378649096,0.65978014176703,0.389770722116048,1.11807682421925,0.152161718416364,0.099457998320738,0.225946242428584,18.7252346529688,15.8992246546982,21.0142275653016,105.316782190584,36.6153877102018,324.14733449648,32.8508986105878,19.4041362189616,52.5685704547619,1.57229125394297,1.10540754830666,2.78318314019249
"Naso brevirostris","Acanthuridae","Surgeonfishes","Spotted unicornfish","Togoo","Yes",120,"Planktivore",2.22,0.15,32.66,21.7884540351447,23.9349091868435,32.9610154307726,"S5","Omnivorous","VMob","Day","LargeG","Low",24.3,27.8,29,36.1620969106075,19.7972446301658,65.1840496096268,0.649301938711282,0.369812751381001,1.04797517054053,0.116766759954274,0.0771303662121584,0.195740857749002,19.1106245796236,18.079897563587,20.0675237754022,22.0681921995591,7.4680270920878,65.0355172870521,43.6431820335191,24.2546575333845,81.6051838095162,1.26846346297857,0.784315407736086,1.86364213628643
"Taeniura lymma","Dasyatidae","Rays","Blue spotted ribbontail","Karwe","Yes",NA,"Invert-Macro",3.62,0.54,90,51.6958873142484,66.4116880278404,111.39336448626,NA,NA,NA,NA,NA,NA,25.5,28.6,29.3,24.8064042787782,3.57953196129156,137.730017219138,0.469836532877023,0.0892029962064639,1.93297032393882,0.10991876554809,0.0387012321407451,0.302170321439346,21.2454899069318,18.5009103388092,23.8675478876735,99.5450346244074,21.7013759487504,446.705711735855,20.9433816506302,5.27855949534933,75.2756336620984,1.05995333260092,0.278109039051212,4.25756076493292
"Acanthurus nigricauda","Acanthuridae","Surgeonfishes","Blackstreak surgeonfish","Togoo","Yes",120,"Grazer",2.99,0.4,24.96,16.9569244954737,17.372906621286,24.6091933936764,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",25.3,28.4,29.3,85.1737378925932,24.8038427490945,222.90187849098,1.03626437278336,0.360622449068517,2.91689770572758,0.250807638036498,0.0984115303298021,0.636511132163532,17.8925274019882,16.7053534738875,19.0212060707892,36.9769314009188,9.4036875223701,139.504088336304,19.0523797544523,5.80766085585037,67.2026523528101,2.66527333363052,0.851454239648637,5.31061991331943
"Scolopsis bimaculata","Nemipteridae","Monocle breams","Thumbprint spinecheek","Kanga macho","No",NA,"Pisc-Macro-Invert",3.75999999046326,0.5556,27.9,13.6576049736587,15.7162260831337,25.3790749931821,NA,NA,NA,NA,NA,NA,24.6,27.2,29.2,64.1702924753499,38.2513005310033,126.299363208705,0.654530800759156,0.352212559939509,1.16411668804353,0.15717630777458,0.0939403210807758,0.266851958612809,19.2711089572486,17.3572618923964,21.0131762759403,64.8903677824295,17.4891714582965,179.246349253097,37.2129097343085,20.4879779506712,67.7664992402302,1.20029484625728,0.754772371659276,1.80130707274858
"Hipposcarus harid","Scaridae","Parrotfishes","Longnose parrotfish","Pono","No",120,"Scrapers/Excavators",2,0,51.46,30.1232204898644,44.097214140918,56.2588070664429,"S5","Omnivorous","Mob","Day","MedG","Bottom",25.2,28.5,29.3,24.9613287247184,12.9428961421652,45.2932685939708,0.547651148783008,0.323666871473489,0.924663437159861,0.0942290962748292,0.054959146495729,0.152493821333958,18.6943309720804,16.6198975921713,20.6179614167797,28.0067346326783,8.0909502891957,93.4128283218719,42.3151353371445,20.7331646747846,91.1669213325665,1.3279146263746,0.865796230920215,2.11399626667016
"Chromis atripectoralis","Pomacentridae","Damselfishes","Black-axil chromis",NA,"No",80,"Predator",NA,NA,23.46,6.68464971077061,7.49298479075887,11.5199720635173,"S2","Planktivorous","Sed","Day","LargeG","Low",25,28.4,29.3,80.9919520655693,45.8316598050329,133.943249012531,0.870579504508056,0.559762353124636,1.44228395897484,0.152492142167464,0.0888145585306832,0.255510673077212,18.4939258083366,17.4043907425744,19.5550184280407,127.41736992616,40.0181706798421,417.906522343835,23.4946392444923,11.3829219392088,45.7447536631176,1.3620273846225,0.897811049917072,2.04778199743974
"Monotaxis grandoculis","Lethrinidae","Emperors","Bigeye emperor","Changu","No",200,"Predator",3.40000009536743,0.4664,43.83,23.311005164448,27.5742467830575,41.3971845463537,"S5","Mobile Inverts","Mob","Night","Sol","Low",24.6,28,29.1,14.8169028341455,7.24815532817997,35.966174176872,0.134825197451852,0.0787372500923268,0.289776356482346,0.0668928352876562,0.0403109188347519,0.110849731609239,19.8121030022739,17.9155345888184,21.6744358201004,49.4217305267253,14.7706568376463,135.341485838857,75.4896752904399,39.4193102426192,145.906655996387,0.448413912709583,0.323839600488395,0.709779644407226
"Zanclus cornutus","Zanclidae","Surgeonfishes","Moorish idol","Kibangala mwewe","Yes",NA,"Invert-Micro",2.49,0,11.94,21.499017272869,25.2186139722751,38.7062151949129,"S3","Omnivorous","Mob","Day","SmallG","Bottom",20,27.7,29,39.0522276336868,21.5910220956246,74.3834991550227,0.996411602191278,0.561107797279823,1.67158528279401,0.177635986825136,0.103032516475634,0.302457703693488,19.2717030046733,18.1267501133946,20.3951801083727,30.0401305161094,7.18770444988027,119.013258516003,13.4105028592728,6.56683348704319,29.2811341334639,1.08351108881987,0.670092906942442,1.71095722830985
"Plectorhinchus sordidus","Haemulidae",NA,"Sweetlips","Fute","No",160,"Predator",3.99,0.66,34.78,23.4537672642959,25.5603802590525,40.5110160426326,"S5","Mobile Inverts","Mob","Day","Sol","Bottom",24.6,27.1,28.5,42.4196418713677,25.0305125869756,76.9993779670556,0.551822480790291,0.32688541671671,0.944418953346377,0.140741047873982,0.0802615566899556,0.217933154379881,19.8594314751344,17.8822314238158,21.8010394497338,55.668096521456,23.3575259771593,126.958163138273,44.2930839566521,25.0791783975728,75.0238614753355,0.955049395070975,0.581138484631903,1.36673178911782
"Epinephelus coeruleopunctatus","Serranidae","Groupers","Whitespotted grouper","Kivungwi","No",200,"Predator",4.17,0.71,55.67,36.9933411740194,44.6841547622378,69.0089214896377,"S5","Carnivorous","Mob","Both","Sol","Bottom",24.6,28,29,19.7774327782623,10.3218187574112,44.5595250387331,0.42936639855306,0.23787574210287,0.879749344037346,0.112254378753359,0.0718484183168027,0.181312907543452,18.5258163970428,17.0081493992224,19.8263278116123,164.506934694703,48.478179670499,580.174514793151,40.749253730237,23.5589183542155,68.8716436710682,1.21893812743289,0.761530119511568,1.83547957746062
"Epinephelus coioides","Serranidae","Groupers","Orange-spotted grouper","Kivungwi","No",200,"Piscivore",3.95,0.67,57.51,48.9210509257986,60.8178990523294,93.0919629789621,"S6","Carnivorous","Mob","Both","Sol","Bottom",24.4,28.1,29.1,14.8142401741477,6.11289278607742,37.9759550851868,0.798785065036881,0.330689072662328,1.86752195832527,0.324219210452892,0.142026367276467,0.767974652365967,18.2463813866831,16.5510692711166,19.8177217681599,99.0802219312249,18.1664933417425,475.285586128271,21.0456133434792,8.25391228529218,56.0589347841241,1.05551122916664,0.576972368053427,1.93050275379503
"Chaetodon trifasciatus","Chaetodontidae","Butterflyfishes","Redfin butterflyfish","Kitatange","Yes",80,"Invert-Micro",3.34,0.61,10,9.48116165933602,10.4355068630438,16.0513639979385,"S3","Sessile Inverts","Sed","Day","Pair","Bottom",NA,NA,NA,123.042445033591,68.4748103563202,227.111173277912,0.964900861768471,0.59964182937028,1.72650797974142,0.147352374260792,0.088595338504874,0.246471510743536,19.2197714001374,18.1080345187191,20.3516952549654,33.7086510586236,10.0600013349751,117.155534629314,30.7230783482288,15.5793658892753,63.6484856302027,1.40438320150689,0.917009633446446,2.1382197608056
"Zebrasoma desjardinii","Acanthuridae","Surgeonfishes","Desjardin's sailfin tang","Togoo","Yes",120,NA,NA,NA,32.64,16.1481510426064,17.4050005960341,24.0984178409513,"S4","Herbivorous detritivorous","Mob","Day","SmallG","Bottom",25.4,27.6,29.1,33.3295872166913,13.2343363415307,92.0625296421883,0.708723600594518,0.307286955565834,1.84230934021083,0.142471083257249,0.0718153327897665,0.2851580237822,18.5808936114737,17.4228664946181,19.6990225704255,24.6701029359362,6.24364413442577,91.876581882212,12.6535147269629,4.72198118875242,36.5789566162576,1.70181703304118,0.686661022590791,3.02519277724916
"Scolopsis ghanam","Nemipteridae","Monocle breams","Arabian spinecheek",NA,"No",NA,"Predator",3.61999988555908,0.5081,27.48,13.6576049736587,15.7162260831337,25.3790749931821,"S4","Mobile Inverts","Mob","Day","SmallG","Bottom",25.1,27.6,29.1,63.851970317215,38.240652294415,125.129368150949,0.673916323190071,0.366970613903982,1.17286992201613,0.153043554271845,0.0904791768167496,0.258846700889078,19.1708215905809,17.2568575221498,20.9413254659692,60.6868695516729,16.2984550267733,167.746897729951,37.0554466399419,20.6411556308059,65.8503063024492,1.24445883459862,0.779319532519158,1.85701720147542
"Epinephelus itajara","Serranidae","Groupers","Jawfish",NA,"No",200,"Predator",4.03,0.57,69.54,84.1765682285842,109.866066664988,169.050418473221,"S6","Mobile Inverts","Mob","Night","Sol","Bottom",22.8,26.3,28,9.82643800081622,3.9524131525899,25.205931289796,0.685604730128151,0.278727639386651,1.66038836654232,0.294667152678371,0.121804831458759,0.729584731385074,18.4781417527745,16.7814765460143,20.0435073000479,63.7653271868108,11.1642777815096,312.497238580338,26.251252626033,9.89062193269761,75.1673066721751,0.855037508561601,0.456881447507725,1.5885952745276
